É_ÉEÉìÉçÅ[ÉhÇµÇΩéûçèÅF2026/04/07 17:32:21

,çbï{,çbï{,çbï{,çbï{,çbï{,çbï{,çbï{,çbï{,çbï{,çbï{,çbï{,çbï{,çbï{,çbï{,çbï{,çbï{,çbï{,çbï{,çbï{,çbï{,çbï{,çbï{,çbï{,çbï{
2019/11/10,12.0,8,1,18.3,8,1,6.2,8,1,0,1,8,1,9.1,0,8,1,0,1,8,1,70,8,1
2019/11/11,12.5,8,1,18.8,8,1,8.5,8,1,2.0,0,8,1,6.3,0,8,1,0,1,8,1,84,8,1
2019/11/12,13.1,8,1,22.0,8,1,7.7,8,1,0.0,0,8,1,7.7,0,8,1,0,1,8,1,70,5,1
2019/11/13,13.0,8,1,17.6,8,1,10.0,8,1,0.0,0,8,1,4.1,0,8,1,0,1,8,1,72,8,1
2019/11/14,13.8,8,1,23.0,8,1,7.5,8,1,0.0,0,8,1,7.5,0,8,1,0,1,8,1,64,8,1
2019/11/15,10.2,8,1,16.6,8,1,6.1,8,1,0,1,8,1,7.2,0,8,1,0,1,8,1,64,8,1
2019/11/16,10.2,8,1,18.4,8,1,3.4,8,1,0,1,8,1,9.3,0,8,1,0,1,8,1,68,8,1
2019/11/17,11.2,8,1,18.4,8,1,4.4,8,1,0,1,8,1,9.3,0,8,1,0,1,8,1,65,8,1
2019/11/18,15.3,8,1,23.7,8,1,8.3,8,1,3.5,0,8,1,8.1,0,8,1,0,1,8,1,66,8,1
2019/11/19,15.4,8,1,23.1,5,1,9.5,5,1,4.5,0,8,1,5.8,0,8,1,0,1,8,1,66,8,1
2019/11/20,10.3,8,1,16.4,8,1,6.1,8,1,0,1,8,1,9.1,0,8,1,0,1,8,1,45,8,1
2019/11/21,8.9,8,1,14.7,8,1,3.4,8,1,0,1,8,1,9.3,0,8,1,0,1,8,1,58,8,1
2019/11/22,6.9,8,1,8.2,8,1,4.2,8,1,21.5,0,8,1,0.0,0,8,1,0,1,8,1,91,8,1
2019/11/23,11.5,8,1,14.2,8,1,8.0,8,1,1.0,0,8,1,0.0,0,8,1,0,1,8,1,93,8,1
2019/11/24,16.1,8,1,20.4,8,1,12.3,8,1,0.0,0,8,1,4.1,0,8,1,0,1,8,1,88,8,1
2019/11/25,16.5,8,1,23.5,8,1,11.8,8,1,0.0,0,8,1,5.3,0,8,1,0,1,8,1,72,8,1
2019/11/26,10.2,8,1,12.3,8,1,8.7,8,1,0.5,0,8,1,0.2,0,8,1,0,1,8,1,80,8,1
2019/11/27,10.8,8,1,14.5,8,1,8.2,8,1,0.5,0,8,1,1.6,0,8,1,0,1,8,1,83,8,1
2019/11/28,9.0,8,1,11.3,8,1,5.3,8,1,0.0,0,8,1,0.0,0,8,1,0,1,8,1,67,8,1
2019/11/29,5.9,8,1,12.0,8,1,1.4,8,1,0,1,8,1,8.1,0,8,1,0,1,8,1,50,8,1
2019/11/30,4.7,8,1,11.2,8,1,-1.0,8,1,0,1,8,1,9.2,0,8,1,0,1,8,1,64,8,1
2019/12/1,6.7,8,1,14.3,8,1,0.7,8,1,0,1,8,1,8.9,0,8,1,0,1,8,1,71,8,1
2019/12/2,7.6,8,1,9.6,8,1,5.6,8,1,13.5,0,8,1,0.1,0,8,1,0,1,8,1,96,8,1
2019/12/3,9.8,8,1,16.3,8,1,4.4,8,1,0,1,8,1,9.1,0,8,1,0,1,8,1,60,8,1
2019/12/4,7.3,8,1,15.0,8,1,0.5,8,1,0,1,8,1,9.0,0,8,1,0,1,8,1,55,8,1
2019/12/5,6.9,8,1,14.3,8,1,0.3,8,1,0,1,8,1,8.1,0,8,1,0,1,8,1,51,8,1
2019/12/6,6.6,8,1,10.6,8,1,2.1,8,1,0,1,8,1,1.7,0,8,1,0,1,8,1,52,8,1
2019/12/7,5.9,8,1,7.8,8,1,3.0,8,1,0,1,8,1,0.1,0,8,1,0,1,8,1,62,8,1
2019/12/8,5.3,8,1,12.8,8,1,-1.0,8,1,0,1,8,1,9.1,0,8,1,0,1,8,1,69,8,1
2019/12/9,6.5,8,1,12.5,8,1,0.0,8,1,0,1,8,1,9.0,0,8,1,0,1,8,1,69,8,1
2019/12/10,10.5,8,1,15.9,8,1,7.4,8,1,0,1,8,1,5.1,0,8,1,0,1,8,1,70,8,1
2019/12/11,9.2,8,1,14.1,8,1,4.0,8,1,0,1,8,1,5.9,0,8,1,0,1,8,1,81,8,1
2019/12/12,9.2,8,1,17.9,8,1,3.0,8,1,0,1,8,1,9.0,0,8,1,0,1,8,1,58,8,1
2019/12/13,6.3,8,1,8.9,8,1,2.6,8,1,0,1,8,1,1.0,0,8,1,0,1,8,1,55,8,1
2019/12/14,7.8,8,1,13.7,8,1,0.8,8,1,0,1,8,1,8.6,0,8,1,0,1,8,1,58,8,1
2019/12/15,6.5,8,1,11.3,8,1,2.0,8,1,0,1,8,1,7.0,0,8,1,0,1,8,1,54,8,1
2019/12/16,5.0,8,1,12.1,8,1,-1.1,8,1,0.0,0,8,1,8.8,0,8,1,0,1,8,1,67,8,1
2019/12/17,6.9,8,1,9.3,8,1,4.7,8,1,3.5,0,8,1,0.4,0,8,1,0,1,8,1,89,8,1
2019/12/18,8.7,8,1,14.5,8,1,5.2,8,1,0.0,0,8,1,1.3,0,8,1,0,1,8,1,86,8,1
2019/12/19,9.3,8,1,12.2,8,1,5.1,8,1,0,1,8,1,3.3,0,8,1,0,1,8,1,71,8,1
2019/12/20,9.5,5,1,16.1,5,1,4.8,5,1,0,1,5,1,6.5,0,4,1,0,1,5,1,62,5,1
2019/12/21,8.6,8,1,12.6,8,1,5.8,8,1,0,1,8,1,4.5,0,8,1,0,1,8,1,63,8,1
2019/12/22,5.7,8,1,9.4,8,1,0.8,8,1,17.5,0,8,1,0.0,0,8,1,0,1,8,1,82,8,1
2019/12/23,4.5,8,1,9.7,8,1,0.4,8,1,5.0,0,8,1,5.3,0,8,1,1,0,8,1,89,8,1
2019/12/24,5.2,8,1,12.7,8,1,0.5,8,1,0,1,8,1,7.6,0,8,1,0,1,8,1,74,8,1
2019/12/25,4.4,8,1,10.9,8,1,-1.1,8,1,0,1,8,1,8.5,0,8,1,0,1,8,1,76,8,1
2019/12/26,6.2,8,1,9.1,8,1,2.9,8,1,0.0,0,8,1,0.5,0,8,1,0,1,8,1,79,8,1
2019/12/27,7.9,8,1,14.6,8,1,4.1,8,1,0.5,0,8,1,8.1,0,8,1,0,1,8,1,60,8,1
2019/12/28,4.5,8,1,10.3,8,1,-1.4,8,1,0,1,8,1,8.9,0,8,1,0,1,8,1,51,8,1
2019/12/29,4.7,8,1,10.2,8,1,-1.8,8,1,0,1,8,1,8.5,0,8,1,0,1,8,1,65,8,1
2019/12/30,4.7,8,1,6.0,8,1,1.8,8,1,2.5,0,8,1,0.0,0,8,1,0,1,8,1,88,8,1
2019/12/31,5.8,8,1,15.3,8,1,1.1,8,1,0,1,8,1,4.0,0,8,1,0,1,8,1,72,8,1
2020/1/1,2.7,8,1,9.0,8,1,-3.1,8,1,0,1,8,1,9.0,0,8,1,0,1,8,1,64,8,1
2020/1/2,3.8,8,1,12.0,8,1,-2.6,8,1,0,1,8,1,9.0,0,8,1,0,1,8,1,69,8,1
2020/1/3,4.6,8,1,12.6,8,1,-2.0,8,1,0,1,8,1,8.7,0,8,1,0,1,8,1,64,8,1
2020/1/4,5.7,8,1,12.9,8,1,-1.2,8,1,0.0,0,8,1,8.1,0,8,1,0,1,8,1,59,8,1
2020/1/5,4.8,8,1,9.9,8,1,-0.5,8,1,0,1,8,1,9.0,0,8,1,0,1,8,1,50,8,1
2020/1/6,3.4,8,1,9.8,8,1,-3.1,8,1,0,1,8,1,8.1,0,8,1,0,1,8,1,58,8,1
2020/1/7,4.5,8,1,7.6,8,1,0.4,8,1,1.0,0,8,1,0.6,0,8,1,0,1,8,1,74,8,1
2020/1/8,8.7,8,1,14.6,8,1,4.7,8,1,9.5,0,8,1,3.2,0,8,1,0,1,8,1,79,8,1
2020/1/9,11.5,8,1,15.7,8,1,5.5,8,1,0,1,8,1,9.1,0,8,1,0,1,8,1,35,8,1
2020/1/10,7.4,8,1,13.6,8,1,2.1,8,1,0.0,0,8,1,6.8,0,8,1,0,1,8,1,53,8,1
2020/1/11,6.4,8,1,12.8,8,1,1.9,8,1,0,1,8,1,8.2,0,8,1,0,1,8,1,64,8,1
2020/1/12,4.2,8,1,8.7,8,1,-0.5,8,1,0.0,0,8,1,1.2,0,8,1,0,1,8,1,81,8,1
2020/1/13,6.4,8,1,13.9,8,1,2.2,8,1,0.0,0,8,1,8.5,0,8,1,0,1,8,1,69,8,1
2020/1/14,5.3,8,1,11.3,8,1,-1.4,8,1,0.0,0,8,1,6.4,0,8,1,0,1,8,1,64,8,1
2020/1/15,6.3,8,1,12.3,8,1,2.1,8,1,1.0,0,8,1,5.9,0,8,1,0,1,8,1,70,8,1
2020/1/16,4.1,8,1,9.7,8,1,-1.3,8,1,0.0,0,8,1,8.0,0,8,1,0,1,8,1,60,8,1
2020/1/17,5.5,8,1,9.8,8,1,0.5,8,1,0,1,8,1,3.6,0,8,1,0,1,8,1,59,8,1
2020/1/18,3.7,8,1,6.2,8,1,2.6,8,1,3.0,0,8,1,0.0,0,8,1,0,1,8,1,89,8,1
2020/1/19,3.9,8,1,8.6,8,1,-0.4,8,1,0,1,8,1,6.3,0,8,1,0,1,8,1,77,8,1
2020/1/20,4.8,8,1,12.8,8,1,-1.6,8,1,0,1,8,1,9.3,0,8,1,0,1,8,1,71,8,1
2020/1/21,6.3,8,1,12.6,8,1,0.3,8,1,0,1,8,1,9.3,0,8,1,0,1,8,1,46,8,1
2020/1/22,4.5,8,1,11.9,8,1,-1.7,8,1,0,1,8,1,6.3,0,8,1,0,1,8,1,65,8,1
2020/1/23,5.2,8,1,7.6,8,1,1.9,8,1,3.5,0,8,1,0.1,0,8,1,0,1,8,1,92,8,1
2020/1/24,8.0,8,1,14.4,8,1,4.5,8,1,0,1,8,1,5.6,0,8,1,0,1,8,1,82,8,1
2020/1/25,6.2,8,1,8.9,8,1,2.6,8,1,0,1,8,1,0.1,0,8,1,0,1,8,1,67,8,1
2020/1/26,5.1,8,1,7.9,8,1,2.8,8,1,0.0,0,8,1,0.8,0,8,1,0,1,8,1,75,8,1
2020/1/27,3.1,8,1,6.4,8,1,0.3,8,1,10.5,0,8,1,0.0,0,8,1,2,0,8,1,87,8,1
2020/1/28,2.9,8,1,5.2,8,1,0.3,8,1,16.0,0,8,1,0.0,0,8,1,1,0,8,1,98,8,1
2020/1/29,8.6,8,1,15.9,8,1,4.1,8,1,7.0,0,8,1,7.1,0,8,1,0,1,8,1,85,8,1
2020/1/30,8.7,8,1,15.9,8,1,2.2,8,1,0,1,8,1,8.5,0,8,1,0,1,8,1,63,8,1
2020/1/31,6.6,8,1,11.7,8,1,2.1,8,1,0,1,8,1,9.6,0,8,1,0,1,8,1,43,8,1
2020/2/1,4.7,8,1,12.2,8,1,-2.1,8,1,0,1,8,1,9.6,0,8,1,0,1,8,1,49,8,1
2020/2/2,5.4,8,1,12.1,8,1,-1.8,8,1,0,1,8,1,9.6,0,8,1,0,1,8,1,57,8,1
2020/2/3,8.0,8,1,14.3,8,1,1.8,8,1,0,1,8,1,8.8,0,8,1,0,1,8,1,51,8,1
2020/2/4,6.8,8,1,11.4,8,1,0.8,8,1,0,1,8,1,6.7,0,5,1,0,1,8,1,50,8,1
2020/2/5,4.9,8,1,12.9,8,1,-1.2,8,1,0,1,8,1,9.5,0,8,1,0,1,8,1,55,8,1
2020/2/6,2.1,8,1,6.0,8,1,-2.7,8,1,0,1,8,1,9.8,0,8,1,0,1,8,1,27,8,1
2020/2/7,0.8,8,1,8.7,8,1,-6.3,8,1,0,1,8,1,9.7,0,8,1,0,1,8,1,53,8,1
2020/2/8,4.5,8,1,13.3,8,1,-2.6,8,1,0,1,8,1,8.9,0,8,1,0,1,8,1,55,8,1
2020/2/9,3.4,8,1,8.5,8,1,-1.1,8,1,0,1,8,1,9.8,0,8,1,0,1,8,1,35,8,1
2020/2/10,2.9,8,1,10.0,8,1,-4.3,8,1,0,1,8,1,8.2,0,8,1,0,1,8,1,46,8,1
2020/2/11,6.1,8,1,13.1,8,1,0.8,8,1,0,1,8,1,9.9,0,8,1,0,1,8,1,40,8,1
2020/2/12,6.1,8,1,13.8,8,1,-1.3,8,1,0,1,8,1,7.2,0,8,1,0,1,8,1,60,8,1
2020/2/13,11.3,8,1,20.7,8,1,5.7,8,1,0.0,0,8,1,7.1,0,8,1,0,1,8,1,65,8,1
2020/2/14,9.6,8,1,15.9,8,1,4.4,8,1,0.0,0,8,1,2.7,0,8,1,0,1,8,1,71,8,1
2020/2/15,7.8,8,1,14.0,8,1,2.9,8,1,0,1,8,1,1.6,0,8,1,0,1,8,1,75,8,1
2020/2/16,6.4,8,1,8.7,8,1,3.5,8,1,10.0,0,8,1,0.0,0,8,1,0,1,8,1,93,8,1
2020/2/17,10.0,8,1,19.2,8,1,4.7,8,1,0.5,0,8,1,6.9,0,8,1,0,1,8,1,58,8,1
2020/2/18,5.2,8,1,9.9,8,1,1.1,8,1,0,1,8,1,9.6,0,8,1,0,1,8,1,35,8,1
2020/2/19,4.5,8,1,12.1,8,1,-2.6,8,1,0,1,8,1,10.2,0,8,1,0,1,8,1,55,8,1
2020/2/20,6.4,8,1,12.8,8,1,-0.4,8,1,0,1,8,1,5.9,0,8,1,0,1,8,1,65,8,1
2020/2/21,7.4,8,1,14.7,8,1,0.9,8,1,0,1,8,1,9.4,0,8,1,0,1,8,1,66,8,1
2020/2/22,9.1,8,1,17.5,8,1,3.0,8,1,2.0,0,8,1,5.3,0,8,1,0,1,8,1,78,8,1
2020/2/23,9.0,8,1,12.9,8,1,3.5,8,1,0,1,8,1,10.4,0,8,1,0,1,8,1,31,8,1
2020/2/24,7.0,8,1,16.0,8,1,-1.1,8,1,0,1,8,1,10.4,0,8,1,0,1,8,1,52,8,1
2020/2/25,7.0,8,1,10.4,8,1,1.4,8,1,0.0,0,8,1,2.6,0,8,1,0,1,8,1,68,8,1
2020/2/26,8.0,8,1,10.6,8,1,6.2,8,1,0.0,0,8,1,0.0,0,8,1,0,1,8,1,78,8,1
2020/2/27,6.1,8,1,11.3,8,1,1.6,8,1,0,1,8,1,9.7,0,8,1,0,1,8,1,42,8,1
2020/2/28,5.1,8,1,11.9,8,1,-2.4,8,1,0,1,8,1,8.9,0,8,1,0,1,8,1,52,8,1
2020/2/29,8.7,8,1,13.9,8,1,1.7,8,1,0.0,0,8,1,6.7,0,8,1,0,1,8,1,66,8,1
2020/3/1,11.1,8,1,18.1,8,1,4.5,8,1,0,1,8,1,8.9,0,8,1,0,1,8,1,71,8,1
2020/3/2,10.6,8,1,12.7,8,1,9.2,8,1,1.0,0,8,1,0.0,0,8,1,0,1,8,1,82,8,1
2020/3/3,10.3,8,1,18.0,8,1,3.0,8,1,0,1,8,1,10.2,0,8,1,0,1,8,1,67,8,1
2020/3/4,10.4,8,1,16.9,8,1,7.0,8,1,0.0,0,8,1,2.0,0,8,1,0,1,8,1,69,8,1
2020/3/5,8.1,8,1,12.3,8,1,3.6,8,1,0.0,0,8,1,6.3,0,8,1,0,1,8,1,45,8,1
2020/3/6,7.8,8,1,15.5,8,1,1.0,8,1,0,1,8,1,10.9,0,8,1,0,1,8,1,38,8,1
2020/3/7,9.2,8,1,15.9,8,1,4.3,8,1,0,1,8,1,6.5,0,8,1,0,1,8,1,51,8,1
2020/3/8,7.0,8,1,9.6,8,1,4.5,8,1,9.0,0,8,1,0.0,0,8,1,0,1,8,1,86,8,1
2020/3/9,11.7,8,1,22.2,8,1,3.3,8,1,0,1,8,1,8.0,0,8,1,0,1,8,1,74,8,1
2020/3/10,12.0,8,1,13.5,8,1,10.8,8,1,29.0,0,8,1,0.0,0,8,1,0,1,8,1,91,8,1
2020/3/11,14.6,8,1,20.2,8,1,9.7,8,1,0.0,0,8,1,10.9,0,8,1,0,1,8,1,45,8,1
2020/3/12,10.6,8,1,16.9,8,1,5.2,8,1,0,1,8,1,11.0,0,8,1,0,1,8,1,43,8,1
2020/3/13,10.9,8,1,18.4,8,1,4.2,8,1,0,1,8,1,8.6,0,8,1,0,1,8,1,62,8,1
2020/3/14,5.8,8,1,8.5,8,1,3.2,8,1,9.0,0,8,1,0.0,0,8,1,0,1,8,1,83,8,1
2020/3/15,6.3,8,1,12.5,8,1,0.4,8,1,0.0,0,8,1,8.5,0,8,1,0,1,8,1,66,8,1
2020/3/16,5.5,8,1,11.3,8,1,0.6,8,1,0.0,0,8,1,10.4,0,8,1,0,1,8,1,50,8,1
2020/3/17,6.2,8,1,13.5,8,1,-1.8,8,1,0.0,0,8,1,11.2,0,8,1,0,1,8,1,49,8,1
2020/3/18,11.7,8,1,19.7,8,1,5.9,8,1,1.5,0,8,1,10.1,0,8,1,0,1,8,1,53,8,1
2020/3/19,12.9,8,1,21.9,8,1,3.4,8,1,0.0,0,8,1,11.0,0,8,1,0,1,8,1,59,8,1
2020/3/20,12.1,8,1,16.1,8,1,6.5,8,1,0.0,0,8,1,11.1,0,8,1,0,1,8,1,42,8,1
2020/3/21,13.0,8,1,24.0,8,1,2.6,8,1,0,1,8,1,11.0,0,8,1,0,1,8,1,39,8,1
2020/3/22,14.6,8,1,25.3,8,1,6.5,8,1,0.0,0,8,1,8.9,0,8,1,0,1,8,1,47,8,1
2020/3/23,10.9,8,1,17.3,8,1,6.7,8,1,0,1,8,1,4.4,0,8,1,0,1,8,1,50,8,1
2020/3/24,8.0,8,1,12.9,8,1,4.1,8,1,0.0,0,8,1,11.1,0,8,1,0,1,8,1,31,8,1
2020/3/25,8.4,8,1,17.3,8,1,-0.4,8,1,0,1,8,1,11.4,0,8,1,0,1,8,1,49,8,1
2020/3/26,12.9,8,1,23.3,8,1,5.5,8,1,0.0,0,8,1,10.5,0,8,1,0,1,8,1,53,8,1
2020/3/27,14.7,8,1,22.2,8,1,8.3,8,1,0.0,0,8,1,3.9,0,8,1,0,1,8,1,67,8,1
2020/3/28,15.2,8,1,21.2,8,1,9.2,8,1,17.5,0,8,1,1.4,0,8,1,0,1,8,1,86,8,1
2020/3/29,6.5,8,1,9.5,8,1,0.9,8,1,41.0,0,8,1,0.4,0,8,1,0,1,8,1,86,8,1
2020/3/30,8.9,8,1,12.3,8,1,6.4,8,1,0.0,0,8,1,0.4,0,8,1,0,1,8,1,77,8,1
2020/3/31,11.3,8,1,14.5,8,1,7.9,8,1,0.0,0,8,1,0.0,0,8,1,0,1,8,1,80,8,1
2020/4/1,12.1,8,1,13.6,8,1,11.3,8,1,14.5,0,8,1,0.0,0,8,1,0,1,8,1,92,8,1
2020/4/2,13.2,8,1,18.9,8,1,6.4,8,1,0,1,8,1,11.7,0,8,1,0,1,8,1,41,8,1
2020/4/3,10.7,8,1,19.0,8,1,2.1,8,1,0,1,8,1,11.0,0,8,1,0,1,8,1,57,8,1
2020/4/4,13.8,8,1,21.6,8,1,6.7,8,1,0,1,8,1,10.1,0,8,1,0,1,8,1,60,8,1
2020/4/5,11.9,8,1,18.3,8,1,6.8,8,1,0,1,8,1,10.1,0,8,1,0,1,8,1,45,8,1
2020/4/6,11.7,8,1,19.7,8,1,4.4,8,1,0,1,8,1,11.8,0,8,1,0,1,8,1,41,8,1
2020/4/7,11.4,8,1,19.1,8,1,4.8,8,1,0,1,8,1,9.0,0,8,1,0,1,8,1,55,8,1
2020/4/8,13.2,8,1,21.1,8,1,4.8,8,1,0,1,8,1,10.5,0,8,1,0,1,8,1,55,8,1
2020/4/9,14.4,8,1,21.8,8,1,6.9,8,1,0,1,8,1,11.5,0,8,1,0,1,8,1,43,8,1
2020/4/10,11.6,8,1,18.4,8,1,6.4,8,1,0,1,8,1,11.7,0,8,1,0,1,8,1,38,8,1
2020/4/11,10.4,8,1,17.7,8,1,3.9,8,1,0,1,8,1,10.2,0,8,1,0,1,8,1,50,8,1
2020/4/12,10.9,8,1,16.7,8,1,7.4,8,1,5.5,0,8,1,5.0,0,8,1,0,1,8,1,67,8,1
2020/4/13,6.6,8,1,8.3,8,1,5.3,8,1,45.5,0,8,1,0.0,0,8,1,0,1,8,1,96,8,1
2020/4/14,11.3,8,1,17.1,8,1,6.3,8,1,0.0,0,8,1,11.7,0,8,1,0,1,8,1,39,8,1
2020/4/15,11.9,8,1,20.4,8,1,2.4,8,1,0,1,8,1,9.3,0,8,1,0,1,8,1,48,8,1
2020/4/16,13.4,8,1,22.1,8,1,7.1,8,1,0.0,0,8,1,9.4,0,8,1,0,1,8,1,59,8,1
2020/4/17,13.0,8,1,18.0,8,1,9.8,8,1,3.0,0,8,1,7.2,0,8,1,0,1,8,1,69,8,1
2020/4/18,11.4,8,1,16.1,8,1,8.5,8,1,43.0,0,8,1,0.6,0,8,1,0,1,8,1,82,8,1
2020/4/19,16.3,8,1,24.6,8,1,7.6,8,1,0,1,8,1,10.6,0,8,1,0,1,8,1,55,8,1
2020/4/20,12.8,8,1,16.1,8,1,9.4,8,1,16.5,0,8,1,0.5,0,8,1,0,1,8,1,83,8,1
2020/4/21,15.5,8,1,20.5,8,1,11.1,8,1,0,1,8,1,5.0,0,8,1,0,1,8,1,72,8,1
2020/4/22,13.4,8,1,21.4,8,1,8.1,8,1,0,1,8,1,9.7,0,8,1,0,1,8,1,53,8,1
2020/4/23,12.2,8,1,18.5,8,1,6.8,8,1,0,1,8,1,10.2,0,8,1,0,1,8,1,34,8,1
2020/4/24,11.6,8,1,18.4,8,1,5.2,8,1,0.0,0,8,1,8.7,0,8,1,0,1,8,1,43,8,1
2020/4/25,12.5,8,1,19.5,8,1,4.5,8,1,0,1,8,1,12.4,0,8,1,0,1,8,1,41,8,1
2020/4/26,15.6,8,1,24.8,8,1,5.9,8,1,0.0,0,8,1,11.0,0,8,1,0,1,8,1,50,8,1
2020/4/27,14.4,8,1,21.5,8,1,9.7,8,1,0.0,0,8,1,7.3,0,8,1,0,1,8,1,63,8,1
2020/4/28,13.8,8,1,20.5,8,1,8.4,8,1,0,1,8,1,9.0,0,8,1,0,1,8,1,59,8,1
2020/4/29,15.1,8,1,23.5,8,1,7.3,8,1,0,1,8,1,12.4,0,8,1,0,1,8,1,56,8,1
2020/4/30,17.5,8,1,26.8,8,1,9.2,8,1,0,1,8,1,12.5,0,8,1,0,1,8,1,62,8,1
2020/5/1,19.0,8,1,27.1,8,1,13.8,8,1,0,1,8,1,10.5,0,8,1,0,1,8,1,66,8,1
2020/5/2,21.2,8,1,31.5,8,1,14.8,8,1,0,1,8,1,10.3,0,8,1,0,1,8,1,64,8,1
2020/5/3,19.1,8,1,25.1,8,1,14.8,8,1,0.0,0,8,1,1.1,0,8,1,0,1,8,1,75,8,1
2020/5/4,19.0,8,1,24.8,8,1,15.1,8,1,4.0,0,8,1,5.0,0,8,1,0,1,8,1,78,8,1
2020/5/5,21.9,8,1,29.5,8,1,15.7,8,1,0.0,0,8,1,6.6,0,8,1,0,1,8,1,69,8,1
2020/5/6,18.6,8,1,23.5,8,1,14.3,8,1,6.0,0,8,1,1.7,0,8,1,0,1,8,1,78,8,1
2020/5/7,17.0,8,1,23.5,8,1,11.1,8,1,0,1,8,1,12.3,0,8,1,0,1,8,1,37,8,1
2020/5/8,15.4,8,1,25.4,8,1,7.4,8,1,0,1,8,1,10.8,0,8,1,0,1,8,1,46,8,1
2020/5/9,15.6,8,1,19.3,8,1,10.3,8,1,0.0,0,8,1,1.1,0,8,1,0,1,8,1,67,8,1
2020/5/10,18.6,8,1,21.7,8,1,14.6,8,1,0.5,0,8,1,0.8,0,8,1,0,1,8,1,83,8,1
2020/5/11,24.5,8,1,33.4,8,1,17.2,8,1,0.5,0,8,1,10.4,0,8,1,0,1,8,1,58,8,1
2020/5/12,21.2,8,1,28.8,8,1,13.3,8,1,0,1,8,1,9.5,0,8,1,0,1,8,1,52,8,1
2020/5/13,21.5,8,1,28.9,8,1,13.9,8,1,0,1,8,1,12.4,0,8,1,0,1,8,1,42,8,1
2020/5/14,19.9,8,1,28.0,8,1,11.8,8,1,0,1,8,1,12.1,0,5,1,0,1,8,1,36,8,1
2020/5/15,19.7,8,1,27.7,8,1,12.6,8,1,0,1,8,1,6.4,0,8,1,0,1,8,1,55,8,1
2020/5/16,17.3,8,1,19.2,8,1,16.3,8,1,5.5,0,8,1,0.0,0,8,1,0,1,8,1,81,8,1
2020/5/17,22.0,8,1,30.6,8,1,16.0,8,1,0,1,8,1,10.0,0,8,1,0,1,8,1,69,8,1
2020/5/18,21.6,8,1,26.1,8,1,17.9,8,1,2.5,0,8,1,3.9,0,8,1,0,1,8,1,72,8,1
2020/5/19,19.5,8,1,28.1,8,1,15.6,8,1,37.0,0,8,1,4.1,0,8,1,0,1,8,1,82,8,1
2020/5/20,18.9,8,1,24.4,8,1,15.4,8,1,3.5,0,8,1,4.8,0,8,1,0,1,8,1,68,8,1
2020/5/21,15.7,8,1,18.2,8,1,14.5,8,1,0.0,0,8,1,0.0,0,8,1,0,1,8,1,72,8,1
2020/5/22,18.8,8,1,25.2,8,1,12.1,8,1,0,1,8,1,8.4,0,8,1,0,1,8,1,67,8,1
2020/5/23,20.9,8,1,27.0,8,1,15.0,8,1,0,1,8,1,9.6,0,8,1,0,1,8,1,64,8,1
2020/5/24,21.8,8,1,28.2,8,1,17.9,8,1,0,1,8,1,6.3,0,8,1,0,1,8,1,64,8,1
2020/5/25,22.0,8,1,28.8,8,1,17.6,8,1,0,1,8,1,8.8,0,8,1,0,1,8,1,67,8,1
2020/5/26,21.0,8,1,24.3,8,1,19.1,8,1,0.0,0,8,1,0.0,0,8,1,0,1,8,1,80,8,1
2020/5/27,23.6,8,1,31.3,8,1,18.5,8,1,0.0,0,8,1,9.3,0,8,1,0,1,8,1,54,8,1
2020/5/28,21.1,8,1,27.4,8,1,15.9,8,1,0,1,8,1,7.4,0,8,1,0,1,8,1,55,8,1
2020/5/29,19.9,8,1,27.3,8,1,14.7,8,1,0.0,0,8,1,9.8,0,8,1,0,1,8,1,60,8,1
2020/5/30,20.2,8,1,28.5,8,1,14.0,8,1,0,1,8,1,8.9,0,8,1,0,1,8,1,62,8,1
2020/5/31,18.6,8,1,22.6,8,1,15.3,8,1,0.0,0,8,1,0.0,0,8,1,0,1,8,1,72,8,1
2020/6/1,19.7,8,1,23.6,8,1,15.8,8,1,0.0,0,8,1,0.2,0,8,1,0,1,8,1,76,8,1
2020/6/2,23.4,8,1,30.8,8,1,18.6,8,1,0.0,0,8,1,9.4,0,8,1,0,1,8,1,76,8,1
2020/6/3,24.0,8,1,31.1,8,1,19.5,8,1,0,1,8,1,7.0,0,8,1,0,1,8,1,67,8,1
2020/6/4,23.9,8,1,30.5,8,1,19.0,8,1,0,1,8,1,7.0,0,8,1,0,1,8,1,69,8,1
2020/6/5,25.3,8,1,33.1,8,1,19.5,8,1,0,1,8,1,11.3,0,8,1,0,1,8,1,62,8,1
2020/6/6,23.8,8,1,31.2,8,1,18.8,8,1,5.0,0,8,1,3.8,0,8,1,0,1,8,1,72,8,1
2020/6/7,23.4,8,1,30.2,8,1,18.6,8,1,0.0,0,8,1,8.5,0,8,1,0,1,8,1,66,8,1
2020/6/8,24.7,8,1,31.7,8,1,20.1,8,1,0,1,8,1,11.2,0,8,1,0,1,8,1,62,8,1
2020/6/9,24.8,8,1,31.9,8,1,20.3,8,1,0,1,8,1,9.8,0,8,1,0,1,8,1,67,8,1
2020/6/10,24.6,8,1,31.4,8,1,21.4,8,1,0.0,0,8,1,6.3,0,8,1,0,1,8,1,71,8,1
2020/6/11,24.2,8,1,29.7,8,1,22.0,8,1,7.0,0,8,1,2.6,0,8,1,0,1,8,1,83,8,1
