É_ÉEÉìÉçÅ[ÉhÇµÇΩéûçèÅF2026/04/07 17:31:23

,åyà‰ëÚ,åyà‰ëÚ,åyà‰ëÚ,åyà‰ëÚ,åyà‰ëÚ,åyà‰ëÚ,åyà‰ëÚ,åyà‰ëÚ,åyà‰ëÚ,åyà‰ëÚ,åyà‰ëÚ,åyà‰ëÚ,åyà‰ëÚ,åyà‰ëÚ,åyà‰ëÚ,åyà‰ëÚ,åyà‰ëÚ,åyà‰ëÚ,åyà‰ëÚ,åyà‰ëÚ,åyà‰ëÚ,åyà‰ëÚ,åyà‰ëÚ,åyà‰ëÚ
2020/11/16,10.1,8,1,16.9,8,1,3.9,8,1,0,1,8,1,9.4,0,8,1,0,1,8,1,69,8,1
2020/11/17,8.1,8,1,16.0,8,1,3.5,8,1,0,1,8,1,8.1,0,8,1,0,1,8,1,73,8,1
2020/11/18,9.7,8,1,19.3,8,1,3.5,8,1,0,1,8,1,9.4,0,8,1,0,1,8,1,78,8,1
2020/11/19,13.0,8,1,20.8,8,1,5.8,8,1,0,1,8,1,8.5,0,8,1,0,1,8,1,75,8,1
2020/11/20,14.4,8,1,20.4,8,1,7.8,8,1,13.5,0,8,1,0.8,0,8,1,0,1,8,1,82,8,1
2020/11/21,5.4,8,1,11.6,8,1,-1.2,8,1,0,1,8,1,9.3,0,8,1,0,1,8,1,81,8,1
2020/11/22,8.3,8,1,16.6,8,1,-2.1,8,1,0.0,0,8,1,8.0,0,8,1,0,1,8,1,71,8,1
2020/11/23,6.3,8,1,11.6,8,1,0.1,8,1,0.0,0,8,1,8.1,0,8,1,0,1,8,1,81,8,1
2020/11/24,2.7,8,1,10.0,8,1,-2.3,8,1,0,1,8,1,9.1,0,8,1,0,1,8,1,81,8,1
2020/11/25,4.4,8,1,12.1,8,1,-0.5,8,1,0,1,8,1,5.6,0,8,1,0,1,8,1,90,8,1
2020/11/26,3.9,8,1,12.1,8,1,-2.0,8,1,0,1,8,1,9.1,0,8,1,0,1,8,1,89,8,1
2020/11/27,3.9,8,1,7.1,8,1,1.8,8,1,0,1,8,1,0.5,0,8,1,0,1,8,1,95,8,1
2020/11/28,2.6,8,1,7.5,8,1,-2.4,8,1,1.0,0,8,1,8.3,0,8,1,0,1,8,1,81,8,1
2020/11/29,0.3,8,1,7.7,8,1,-2.5,8,1,0,1,8,1,6.7,0,8,1,0,1,8,1,85,8,1
2020/11/30,2.2,8,1,9.6,8,1,-3.1,8,1,0,1,8,1,9.2,0,8,1,0,1,8,1,72,8,1
2020/12/1,0.8,8,1,8.2,8,1,-2.5,8,1,0,1,8,1,8.9,0,8,1,0,1,8,1,85,8,1
2020/12/2,1.1,8,1,7.4,8,1,-1.9,8,1,0,1,8,1,4.6,0,8,1,0,1,8,1,91,8,1
2020/12/3,1.9,8,1,7.8,8,1,-2.1,8,1,0,1,8,1,7.0,0,8,1,0,1,8,1,91,8,1
2020/12/4,-0.1,8,1,6.3,8,1,-4.4,8,1,0,1,8,1,7.6,0,8,1,0,1,8,1,83,8,1
2020/12/5,0.9,8,1,6.9,8,1,-4.4,8,1,0.0,0,8,1,7.9,0,8,1,0,1,8,1,84,8,1
2020/12/6,0.4,8,1,7.2,8,1,-3.6,8,1,0,1,8,1,7.2,0,8,1,0,1,8,1,85,8,1
2020/12/7,1.3,8,1,8.8,8,1,-4.8,8,1,0,1,8,1,7.1,0,8,1,0,1,8,1,84,8,1
2020/12/8,2.1,8,1,8.6,8,1,-2.1,8,1,0,1,8,1,6.3,0,8,1,0,1,8,1,84,8,1
2020/12/9,-0.5,8,1,5.8,8,1,-2.8,8,1,0,1,8,1,4.4,0,8,1,0,1,8,1,88,8,1
2020/12/10,0.9,8,1,10.4,8,1,-3.3,8,1,0,1,8,1,6.3,0,8,1,0,1,8,1,83,8,1
2020/12/11,2.3,8,1,9.4,8,1,-1.5,8,1,0,1,8,1,4.4,0,8,1,0,1,8,1,83,8,1
2020/12/12,2.1,8,1,8.5,8,1,-1.7,8,1,0,1,8,1,4.9,0,8,1,0,1,8,1,87,8,1
2020/12/13,0.6,8,1,6.4,8,1,-3.3,8,1,0.0,0,8,1,5.2,0,8,1,0,1,8,1,77,8,1
2020/12/14,-1.5,8,1,2.5,8,1,-6.0,8,1,0.5,0,8,1,1.8,0,8,1,1,0,8,1,89,8,1
2020/12/15,-3.9,8,1,1.8,8,1,-6.7,8,1,0.0,0,8,1,4.6,0,8,1,0,1,8,1,79,8,1
2020/12/16,-5.1,8,1,-0.2,8,1,-8.6,8,1,0.0,0,8,1,5.3,0,8,1,0,1,8,1,81,8,1
2020/12/17,-5.1,8,1,-0.4,8,1,-8.3,8,1,0.0,0,8,1,7.8,0,8,1,0,1,8,1,72,8,1
2020/12/18,-1.9,8,1,4.6,8,1,-10.5,8,1,0,1,8,1,8.5,0,8,1,0,1,8,1,67,8,1
2020/12/19,-3.1,8,1,1.0,8,1,-6.9,8,1,0.5,0,8,1,6.6,0,8,1,1,0,8,1,87,8,1
2020/12/20,-5.3,8,1,0.0,8,1,-9.5,8,1,0.0,0,8,1,8.5,0,8,1,0,1,8,1,80,8,1
2020/12/21,-5.2,8,1,2.1,8,1,-10.6,8,1,0,1,8,1,8.2,0,8,1,0,1,8,1,81,8,1
2020/12/22,-2.4,8,1,5.7,8,1,-9.5,8,1,0,1,8,1,9.0,0,8,1,0,1,8,1,68,8,1
2020/12/23,-0.5,8,1,6.9,8,1,-6.3,8,1,0,1,8,1,8.8,0,8,1,0,1,8,1,68,8,1
2020/12/24,2.5,8,1,9.7,8,1,-6.2,8,1,0,1,8,1,6.6,0,8,1,0,1,8,1,48,8,1
2020/12/25,-0.3,8,1,4.7,8,1,-3.8,8,1,0.0,0,8,1,4.8,0,8,1,0,1,8,1,78,8,1
2020/12/26,-2.2,8,1,4.7,8,1,-6.2,8,1,0.0,0,8,1,7.0,0,8,1,0,1,8,1,76,8,1
2020/12/27,-1.2,8,1,5.8,8,1,-7.2,8,1,0,1,8,1,5.9,0,8,1,0,1,8,1,72,8,1
2020/12/28,0.9,8,1,8.2,8,1,-3.8,8,1,0.0,0,8,1,6.4,0,8,1,0,1,8,1,84,8,1
2020/12/29,1.3,8,1,9.4,8,1,-4.3,8,1,0,1,8,1,4.8,0,8,1,0,1,8,1,79,8,1
2020/12/30,1.0,8,1,8.0,8,1,-7.6,8,1,5.0,0,8,1,0.8,0,8,1,1,0,8,1,76,8,1
2020/12/31,-6.7,8,1,-2.5,8,1,-9.9,8,1,0.0,0,8,1,8.5,0,8,1,0,1,8,1,74,8,1
2021/1/1,-3.9,8,1,0.7,8,1,-7.2,8,1,0.0,0,8,1,6.5,0,8,1,1,0,8,1,69,8,1
2021/1/2,-3.4,8,1,2.4,8,1,-7.1,8,1,0.0,0,8,1,8.5,0,8,1,0,1,8,1,71,8,1
2021/1/3,-5.0,8,1,-0.2,8,1,-7.9,8,1,0.0,0,8,1,7.8,0,8,1,0,1,8,1,88,8,1
2021/1/4,-1.0,8,1,4.5,8,1,-5.2,8,1,0,1,8,1,8.7,0,8,1,0,1,8,1,59,8,1
2021/1/5,0.5,8,1,6.3,8,1,-4.9,8,1,0,1,8,1,5.1,0,8,1,0,1,8,1,56,8,1
2021/1/6,-3.0,8,1,2.7,8,1,-4.8,8,1,0.0,0,8,1,3.5,0,8,1,0,1,8,1,87,8,1
2021/1/7,-2.9,8,1,2.2,8,1,-8.7,8,1,0.0,0,8,1,6.0,0,8,1,0,1,8,1,56,8,1
2021/1/8,-7.2,8,1,-5.0,8,1,-9.1,8,1,0.0,0,8,1,1.9,0,8,1,1,0,8,1,74,8,1
2021/1/9,-6.9,8,1,-1.2,8,1,-11.5,8,1,0,1,8,1,7.1,0,8,1,0,1,8,1,57,8,1
2021/1/10,-6.2,8,1,-0.3,8,1,-12.0,8,1,0,1,8,1,9.3,0,8,1,0,1,8,1,60,8,1
2021/1/11,-5.1,8,1,-0.6,8,1,-10.9,8,1,0.0,0,8,1,4.0,0,8,1,0,1,8,1,73,8,1
2021/1/12,-4.0,8,1,-1.0,8,1,-8.1,8,1,1.0,0,8,1,0.2,0,8,1,1,0,8,1,80,8,1
2021/1/13,-3.0,8,1,4.2,8,1,-8.6,8,1,0,1,8,1,8.6,0,8,1,0,1,8,1,77,8,1
2021/1/14,1.7,8,1,8.7,8,1,-6.5,8,1,0,1,8,1,9.3,0,8,1,0,1,8,1,64,8,1
2021/1/15,-1.4,8,1,5.3,8,1,-4.5,8,1,0,1,8,1,6.1,0,8,1,0,1,8,1,88,8,1
2021/1/16,1.6,8,1,8.8,8,1,-4.3,8,1,1.0,0,8,1,3.6,0,8,1,1,0,8,1,77,8,1
2021/1/17,-4.0,8,1,-0.7,8,1,-5.2,8,1,0,1,8,1,1.8,0,8,1,0,1,8,1,95,8,1
2021/1/18,-3.4,8,1,2.5,8,1,-7.9,8,1,0,1,8,1,7.1,0,8,1,0,1,8,1,71,8,1
2021/1/19,-5.2,8,1,-1.1,8,1,-9.6,8,1,0.0,0,8,1,9.3,0,8,1,0,1,8,1,66,8,1
2021/1/20,-6.4,8,1,-0.5,8,1,-9.6,8,1,0.0,0,8,1,6.2,0,8,1,0,1,8,1,80,8,1
2021/1/21,-1.6,8,1,9.6,8,1,-9.3,8,1,0,1,8,1,9.5,0,8,1,0,1,8,1,61,8,1
2021/1/22,3.6,8,1,9.6,8,1,-3.3,8,1,0,1,8,1,6.0,0,8,1,0,1,8,1,68,8,1
2021/1/23,0.0,8,1,0.9,8,1,-1.5,8,1,11.5,0,8,1,0.0,0,8,1,10,0,8,1,100,8,1
2021/1/24,-0.2,8,1,1.0,8,1,-1.8,8,1,13.5,0,8,1,0.0,0,8,1,13,0,8,1,99,8,1
2021/1/25,-0.8,8,1,3.1,8,1,-4.7,8,1,0.0,0,8,1,4.9,0,8,1,0,1,8,1,97,8,1
2021/1/26,-0.6,8,1,3.4,8,1,-5.3,8,1,0.0,0,8,1,5.3,0,8,1,0,1,8,1,85,8,1
2021/1/27,0.9,8,1,6.4,8,1,-2.9,8,1,0.0,0,8,1,3.8,0,8,1,0,1,8,1,93,8,1
2021/1/28,-2.5,8,1,-0.2,8,1,-4.8,8,1,0.5,0,8,1,0.0,0,8,1,2,0,8,1,92,8,1
2021/1/29,-3.9,8,1,0.2,8,1,-7.7,8,1,0.0,0,8,1,5.5,0,8,1,0,1,8,1,61,8,1
2021/1/30,-5.2,8,1,-0.9,8,1,-9.7,8,1,0.0,0,8,1,9.8,0,8,1,0,1,8,1,60,8,1
2021/1/31,-4.4,8,1,1.2,8,1,-9.5,8,1,0,1,8,1,9.9,0,8,1,0,1,8,1,77,8,1
2021/2/1,-0.3,8,1,5.9,8,1,-9.0,8,1,0.0,0,8,1,6.4,0,8,1,0,1,8,1,70,8,1
2021/2/2,1.2,8,1,7.4,8,1,-6.1,8,1,6.5,0,8,1,6.3,0,8,1,0,1,8,1,80,8,1
2021/2/3,-2.8,8,1,1.1,8,1,-5.7,8,1,0.0,0,8,1,8.9,0,8,1,0,1,8,1,54,8,1
2021/2/4,-2.6,8,1,2.8,8,1,-6.6,8,1,0.0,0,8,1,6.1,0,8,1,0,1,8,1,60,8,1
2021/2/5,-1.8,8,1,5.5,8,1,-7.0,8,1,0,1,8,1,8.3,0,8,1,0,1,8,1,70,8,1
2021/2/6,2.8,8,1,10.3,8,1,-3.4,8,1,0,1,8,1,9.9,0,8,1,0,1,8,1,46,8,1
2021/2/7,0.1,8,1,8.4,8,1,-5.2,8,1,0.0,0,8,1,6.7,0,8,1,0,1,8,1,73,8,1
2021/2/8,-3.8,8,1,0.4,8,1,-7.6,8,1,0.0,0,8,1,4.0,0,8,1,1,0,8,1,75,8,1
2021/2/9,-5.9,8,1,-0.8,8,1,-10.3,8,1,0,1,8,1,10.1,0,8,1,0,1,8,1,64,8,1
2021/2/10,-2.7,8,1,5.5,8,1,-9.2,8,1,0,1,8,1,9.2,0,8,1,0,1,8,1,69,8,1
2021/2/11,-1.0,8,1,5.2,8,1,-5.9,8,1,0.0,0,8,1,7.6,0,8,1,0,1,8,1,75,8,1
2021/2/12,0.3,8,1,8.4,8,1,-5.6,8,1,0,1,8,1,4.8,0,8,1,0,1,8,1,66,8,1
2021/2/13,1.9,8,1,11.9,8,1,-4.5,8,1,0,1,8,1,10.1,0,8,1,0,1,8,1,63,8,1
2021/2/14,4.1,8,1,13.4,8,1,-2.5,8,1,0,1,8,1,9.2,0,8,1,0,1,8,1,73,8,1
2021/2/15,3.4,8,1,6.1,8,1,1.0,8,1,15.0,0,8,1,0.0,0,8,1,0,1,8,1,99,8,1
2021/2/16,-0.3,8,1,3.7,8,1,-3.1,8,1,0.0,0,8,1,8.2,0,8,1,0,1,8,1,59,8,1
2021/2/17,-3.4,8,1,2.7,8,1,-7.8,8,1,0.0,0,8,1,5.5,0,8,1,1,0,8,1,60,8,1
2021/2/18,-5.8,8,1,0.0,8,1,-8.7,8,1,0.0,0,8,1,7.9,0,8,1,1,0,8,1,66,8,1
2021/2/19,-3.7,8,1,4.2,8,1,-8.8,8,1,0,1,8,1,8.9,0,8,1,0,1,8,1,76,8,1
2021/2/20,5.5,8,1,11.8,8,1,-5.0,8,1,0,1,8,1,10.4,0,8,1,0,1,8,1,34,8,1
2021/2/21,7.6,8,1,15.9,8,1,1.8,8,1,0,1,8,1,10.5,0,8,1,0,1,8,1,48,8,1
2021/2/22,10.2,8,1,17.3,8,1,5.5,8,1,0,1,8,1,10.5,0,8,1,0,1,8,1,39,8,1
2021/2/23,1.3,8,1,8.0,8,1,-6.6,8,1,0.0,0,8,1,8.9,0,8,1,0,1,8,1,61,8,1
2021/2/24,-3.9,8,1,3.9,8,1,-7.4,8,1,0,1,8,1,9.2,0,8,1,0,1,8,1,65,8,1
2021/2/25,-2.3,8,1,6.8,8,1,-8.1,8,1,0,1,8,1,7.8,0,8,1,0,1,8,1,63,8,1
2021/2/26,-2.5,8,1,1.3,8,1,-4.3,8,1,0.0,0,8,1,0.0,0,8,1,0,1,8,1,71,8,1
2021/2/27,-4.0,8,1,1.3,8,1,-8.2,8,1,0.0,0,8,1,10.0,0,8,1,0,1,8,1,61,8,1
2021/2/28,-1.3,8,1,9.8,8,1,-10.6,8,1,0,1,8,1,10.5,0,8,1,0,1,8,1,48,8,1
2021/3/1,4.2,8,1,12.3,8,1,-4.3,8,1,0,1,8,1,10.4,0,8,1,0,1,8,1,56,8,1
2021/3/2,2.7,8,1,10.5,8,1,-4.5,8,1,17.5,0,8,1,1.1,0,8,1,0,1,8,1,91,8,1
2021/3/3,-2.7,8,1,1.6,8,1,-7.0,8,1,0,1,8,1,10.9,0,8,1,0,1,8,1,73,8,1
2021/3/4,0.7,8,1,7.2,8,1,-4.6,8,1,0,1,8,1,7.1,0,8,1,0,1,8,1,73,8,1
2021/3/5,3.2,8,1,8.4,8,1,-1.1,8,1,1.0,0,8,1,2.5,0,8,1,0,1,8,1,89,8,1
2021/3/6,2.3,8,1,11.2,8,1,-3.6,8,1,0,1,8,1,4.3,0,8,1,0,1,8,1,91,8,1
2021/3/7,-0.6,8,1,6.3,8,1,-5.3,8,1,0.0,0,8,1,8.2,0,8,1,0,1,8,1,80,8,1
2021/3/8,0.5,8,1,6.2,8,1,-2.1,8,1,0,1,8,1,4.2,0,8,1,0,1,8,1,83,8,1
2021/3/9,2.3,8,1,8.1,8,1,-1.9,8,1,0,1,8,1,4.5,0,8,1,0,1,8,1,87,8,1
2021/3/10,2.6,8,1,10.5,8,1,-5.2,8,1,0,1,8,1,11.0,0,8,1,0,1,8,1,62,8,1
2021/3/11,1.7,8,1,13.8,8,1,-6.5,8,1,0,1,8,1,10.3,0,8,1,0,1,8,1,62,8,1
2021/3/12,5.4,8,1,11.1,8,1,-1.9,8,1,0,1,8,1,0.4,0,8,1,0,1,8,1,62,8,1
2021/3/13,3.6,8,1,5.1,8,1,1.6,8,1,32.0,0,8,1,0.0,0,8,1,0,1,8,1,97,8,1
2021/3/14,3.0,8,1,10.0,8,1,-2.9,8,1,0,1,8,1,10.9,0,8,1,0,1,8,1,65,8,1
2021/3/15,2.0,8,1,12.2,8,1,-4.1,8,1,0,1,8,1,9.9,0,8,1,0,1,8,1,67,8,1
2021/3/16,7.1,8,1,16.2,8,1,-2.0,8,1,0,1,8,1,8.0,0,5,1,0,1,8,1,60,8,1
2021/3/17,1.9,8,1,9.3,8,1,-3.4,8,1,0,1,8,1,11.2,0,8,1,0,1,8,1,77,8,1
2021/3/18,1.7,8,1,12.6,8,1,-3.6,8,1,0,1,8,1,6.5,0,4,1,0,1,8,1,72,8,1
2021/3/19,3.7,8,1,13.1,8,1,-3.0,8,1,0,1,8,1,8.0,0,8,1,0,1,8,1,70,8,1
2021/3/20,5.3,8,1,10.7,8,1,-0.2,8,1,2.5,0,8,1,4.5,0,8,1,0,1,8,1,88,8,1
2021/3/21,7.7,8,1,11.3,8,1,4.0,8,1,26.5,0,8,1,0.1,0,8,1,0,1,8,1,99,8,1
2021/3/22,2.2,8,1,9.2,8,1,-4.6,8,1,0,1,8,1,8.5,0,8,1,0,1,8,1,72,8,1
2021/3/23,1.3,8,1,10.7,8,1,-6.3,8,1,0,1,8,1,11.6,0,8,1,0,1,8,1,63,8,1
2021/3/24,5.6,8,1,15.1,8,1,-2.7,8,1,0,1,8,1,11.1,0,8,1,0,1,8,1,64,8,1
2021/3/25,5.9,8,1,13.8,8,1,-1.2,8,1,0,1,8,1,0.9,0,8,1,0,1,8,1,74,8,1
2021/3/26,3.3,8,1,13.1,8,1,-2.5,8,1,0,1,8,1,11.8,0,8,1,0,1,8,1,69,8,1
2021/3/27,4.8,8,1,12.8,8,1,-3.5,8,1,0,1,8,1,8.3,0,8,1,0,1,8,1,65,8,1
2021/3/28,6.6,8,1,9.5,8,1,2.9,8,1,7.5,0,8,1,0.0,0,8,1,0,1,8,1,92,8,1
2021/3/29,11.0,8,1,21.6,8,1,3.9,8,1,17.5,0,8,1,7.7,0,8,1,0,1,8,1,80,8,1
2021/3/30,9.6,8,1,15.8,8,1,4.0,8,1,0.0,0,8,1,7.2,0,8,1,0,1,8,1,86,8,1
2021/3/31,7.5,8,1,16.5,8,1,-0.1,8,1,0,1,8,1,10.8,0,8,1,0,1,8,1,67,8,1
2021/4/1,7.3,8,1,17.6,8,1,-1.3,8,1,0,1,8,1,11.3,0,8,1,0,1,8,1,70,8,1
2021/4/2,7.6,8,1,11.4,8,1,5.8,8,1,0,1,8,1,0.5,0,8,1,0,1,8,1,89,8,1
2021/4/3,8.5,8,1,13.7,8,1,5.4,8,1,0,1,8,1,4.0,0,8,1,0,1,8,1,84,8,1
2021/4/4,9.3,8,1,13.8,8,1,4.2,8,1,5.5,0,8,1,0.1,0,8,1,0,1,8,1,91,8,1
2021/4/5,3.8,8,1,10.1,8,1,-3.1,8,1,3.5,0,8,1,5.4,0,8,1,0,1,8,1,91,8,1
2021/4/6,2.1,8,1,8.4,8,1,-4.2,8,1,0,1,8,1,10.7,0,8,1,0,1,8,1,79,8,1
2021/4/7,5.3,8,1,15.4,8,1,-1.9,8,1,0,1,8,1,10.2,0,8,1,0,1,8,1,66,8,1
2021/4/8,5.0,8,1,13.8,8,1,-1.9,8,1,0,1,8,1,9.9,0,8,1,0,1,8,1,64,8,1
2021/4/9,2.0,8,1,10.2,8,1,-4.7,8,1,0,1,8,1,10.6,0,8,1,0,1,8,1,61,8,1
2021/4/10,1.9,8,1,11.2,8,1,-6.4,8,1,0,1,8,1,12.4,0,8,1,0,1,8,1,60,8,1
2021/4/11,5.0,8,1,12.6,8,1,-3.2,8,1,0,1,8,1,11.7,0,8,1,0,1,8,1,64,8,1
2021/4/12,6.9,8,1,13.6,8,1,-0.4,8,1,0,1,8,1,10.4,0,8,1,0,1,8,1,71,8,1
2021/4/13,7.6,8,1,10.8,8,1,4.4,8,1,2.0,0,8,1,0.5,0,8,1,0,1,8,1,88,8,1
2021/4/14,6.2,8,1,13.3,8,1,-2.1,8,1,4.5,0,8,1,2.6,0,8,1,0,1,8,1,94,8,1
2021/4/15,3.6,8,1,12.3,8,1,-3.0,8,1,0,1,8,1,10.4,0,8,1,0,1,8,1,64,8,1
2021/4/16,5.1,8,1,9.8,8,1,-0.1,8,1,0.0,0,8,1,5.5,0,8,1,0,1,8,1,80,8,1
2021/4/17,6.9,8,1,8.5,8,1,5.6,8,1,36.5,0,8,1,0.0,0,8,1,0,1,8,1,100,8,1
2021/4/18,5.3,8,1,11.1,8,1,0.4,8,1,0.0,0,8,1,10.9,0,8,1,0,1,8,1,70,8,1
2021/4/19,5.2,8,1,13.6,8,1,-0.9,8,1,0,1,8,1,12.5,0,8,1,0,1,8,1,57,8,1
2021/4/20,9.7,8,1,20.7,8,1,-1.3,8,1,0,1,8,1,12.4,0,8,1,0,1,8,1,46,8,1
2021/4/21,8.7,8,1,19.6,8,1,1.7,8,1,0,1,8,1,12.7,0,8,1,0,1,8,1,48,8,1
2021/4/22,8.9,8,1,19.7,8,1,-0.5,8,1,0,1,8,1,12.8,0,8,1,0,1,8,1,33,8,1
2021/4/23,7.9,8,1,18.3,8,1,-2.0,8,1,0,1,8,1,12.4,0,8,1,0,1,8,1,48,8,1
2021/4/24,9.4,8,1,18.8,8,1,0.7,8,1,0,1,8,1,12.0,0,8,1,0,1,8,1,53,8,1
2021/4/25,7.6,8,1,18.3,8,1,-2.1,8,1,0,1,8,1,5.1,0,8,1,0,1,8,1,66,8,1
2021/4/26,2.9,8,1,11.7,8,1,-4.5,8,1,0,1,8,1,12.7,0,8,1,0,1,8,1,54,8,1
2021/4/27,5.5,8,1,14.5,8,1,-5.0,8,1,0,1,8,1,12.1,0,8,1,0,1,8,1,65,8,1
2021/4/28,11.1,8,1,15.0,8,1,3.3,8,1,0.0,0,8,1,0.0,0,8,1,0,1,8,1,67,8,1
2021/4/29,9.5,8,1,11.1,8,1,8.0,8,1,12.5,0,8,1,0.0,0,8,1,0,1,8,1,98,8,1
2021/4/30,9.7,8,1,19.2,8,1,3.6,8,1,1.5,0,8,1,9.2,0,8,1,0,1,8,1,71,8,1
2021/5/1,9.1,8,1,14.1,8,1,4.6,8,1,6.5,0,8,1,4.0,0,8,1,0,1,8,1,73,8,1
2021/5/2,7.2,8,1,13.9,8,1,1.5,8,1,2.5,0,8,1,8.5,0,8,1,0,1,8,1,71,8,1
2021/5/3,6.7,8,1,14.9,8,1,-0.3,8,1,0,1,8,1,11.0,0,8,1,0,1,8,1,64,8,1
2021/5/4,10.7,8,1,20.8,8,1,-0.4,8,1,0,1,8,1,11.5,0,8,1,0,1,8,1,51,8,1
2021/5/5,12.6,8,1,16.2,8,1,7.8,8,1,0.0,0,8,1,0.0,0,8,1,0,1,8,1,62,8,1
2021/5/6,13.9,8,1,22.2,8,1,7.3,8,1,0.0,0,8,1,9.6,0,8,1,0,1,8,1,71,8,1
2021/5/7,10.2,8,1,15.0,8,1,6.5,8,1,3.0,0,8,1,0.2,0,8,1,0,1,8,1,89,8,1
2021/5/8,14.7,8,1,22.3,8,1,6.2,8,1,0,1,8,1,6.6,0,8,1,0,1,8,1,65,8,1
2021/5/9,14.5,8,1,21.2,8,1,4.8,8,1,0,1,8,1,8.9,0,8,1,0,1,8,1,45,8,1
2021/5/10,10.1,8,1,19.3,8,1,0.8,8,1,0.0,0,8,1,9.2,0,8,1,0,1,8,1,54,8,1
2021/5/11,8.7,8,1,16.7,8,1,3.2,8,1,0,1,8,1,1.6,0,8,1,0,1,8,1,76,8,1
2021/5/12,8.8,8,1,13.6,8,1,1.6,8,1,0,1,8,1,5.7,0,8,1,0,1,8,1,73,8,1
2021/5/13,10.9,8,1,15.2,8,1,7.9,8,1,0.0,0,8,1,0.0,0,8,1,0,1,8,1,86,8,1
2021/5/14,15.7,8,1,24.3,8,1,8.7,8,1,0,1,8,1,8.1,0,8,1,0,1,8,1,74,8,1
2021/5/15,13.8,8,1,17.6,8,1,11.0,8,1,0,1,8,1,0.0,0,8,1,0,1,8,1,92,8,1
2021/5/16,12.4,8,1,14.2,8,1,10.4,8,1,8.5,0,8,1,0.0,0,8,1,0,1,8,1,99,8,1
2021/5/17,17.9,8,1,22.5,8,1,12.0,8,1,8.0,0,8,1,0.1,0,8,1,0,1,8,1,92,8,1
2021/5/18,15.0,8,1,21.7,8,1,12.3,8,1,4.0,0,8,1,0.8,0,8,1,0,1,8,1,98,8,1
2021/5/19,13.5,8,1,15.2,8,1,11.1,8,1,9.0,0,8,1,0.1,0,8,1,0,1,8,1,100,8,1
2021/5/20,12.9,8,1,16.9,8,1,10.6,8,1,10.0,0,8,1,0.0,0,5,1,0,1,8,1,97,8,1
2021/5/21,15.1,8,1,17.8,8,1,12.5,8,1,29.0,0,8,1,0.0,0,8,1,0,1,8,1,96,8,1
2021/5/22,14.8,8,1,20.1,8,1,9.6,8,1,0,1,8,1,4.3,0,8,1,0,1,8,1,78,8,1
2021/5/23,13.7,8,1,21.7,8,1,6.7,8,1,0,1,8,1,9.3,0,8,1,0,1,8,1,77,8,1
2021/5/24,15.3,8,1,24.6,8,1,8.8,8,1,0.0,0,8,1,3.1,0,8,1,0,1,8,1,77,8,1
2021/5/25,14.3,8,1,21.5,8,1,10.0,8,1,1.5,0,8,1,6.4,0,8,1,0,1,8,1,78,8,1
2021/5/26,13.0,8,1,20.4,8,1,3.3,8,1,0,1,8,1,11.1,0,8,1,0,1,8,1,57,8,1
2021/5/27,10.5,8,1,12.2,8,1,9.0,8,1,30.5,0,8,1,0.0,0,8,1,0,1,8,1,100,8,1
2021/5/28,15.6,8,1,22.7,8,1,9.2,8,1,0,1,8,1,10.6,0,8,1,0,1,8,1,69,8,1
2021/5/29,16.7,8,1,23.1,8,1,9.6,8,1,0,1,8,1,8.8,0,8,1,0,1,8,1,57,8,1
2021/5/30,14.0,8,1,21.2,8,1,9.2,8,1,0,1,8,1,11.0,0,8,1,0,1,8,1,73,8,1
2021/5/31,13.2,8,1,20.4,8,1,8.5,8,1,3.5,0,8,1,8.3,0,8,1,0,1,8,1,85,8,1
2021/6/1,13.4,8,1,20.3,8,1,5.4,8,1,0,1,8,1,11.0,0,8,1,0,1,8,1,80,8,1
2021/6/2,15.5,8,1,21.2,8,1,12.0,8,1,0,1,8,1,7.3,0,8,1,0,1,8,1,84,8,1
2021/6/3,14.6,8,1,18.5,8,1,10.4,8,1,0.0,0,8,1,2.1,0,8,1,0,1,8,1,83,8,1
2021/6/4,14.4,8,1,17.3,8,1,12.4,8,1,24.0,0,8,1,0.0,0,8,1,0,1,8,1,99,8,1
2021/6/5,15.1,8,1,20.5,8,1,11.2,8,1,0,1,8,1,5.6,0,8,1,0,1,8,1,92,8,1
2021/6/6,16.1,8,1,22.3,8,1,11.7,8,1,0.0,0,8,1,2.5,0,8,1,0,1,8,1,72,8,1
2021/6/7,17.6,8,1,26.3,8,1,12.7,8,1,0,1,8,1,5.7,0,8,1,0,1,8,1,76,8,1
2021/6/8,16.2,8,1,25.3,8,1,9.9,8,1,0,1,8,1,5.3,0,8,1,0,1,8,1,80,8,1
2021/6/9,16.2,8,1,24.9,8,1,7.8,8,1,0,1,8,1,12.7,0,8,1,0,1,8,1,70,8,1
2021/6/10,17.9,8,1,25.1,8,1,9.8,8,1,0,1,8,1,13.8,0,8,1,0,1,8,1,67,8,1
2021/6/11,16.7,8,1,21.4,8,1,11.4,8,1,0,1,8,1,9.8,0,8,1,0,1,8,1,78,8,1
2021/6/12,16.5,8,1,23.5,8,1,11.4,8,1,0.0,0,8,1,8.1,0,8,1,0,1,8,1,82,8,1
2021/6/13,16.4,8,1,19.2,8,1,13.1,8,1,2.5,0,8,1,0.3,0,8,1,0,1,8,1,95,8,1
