É_ÉEÉìÉçÅ[ÉhÇµÇΩéûçèÅF2026/04/07 17:19:33

,ìﬂîe,ìﬂîe,ìﬂîe,ìﬂîe,ìﬂîe,ìﬂîe,ìﬂîe,ìﬂîe,ìﬂîe,ìﬂîe,ìﬂîe,ìﬂîe,ìﬂîe,ìﬂîe,ìﬂîe,ìﬂîe,ìﬂîe,ìﬂîe,ìﬂîe,ìﬂîe,ìﬂîe,ìﬂîe,ìﬂîe,ìﬂîe
2020/10/25,22.9,8,1,26.2,8,1,19.5,8,1,0,1,8,1,7.8,0,8,1,,,0,1,59,8,1
2020/10/26,23.9,8,1,27.4,8,1,21.5,8,1,0.0,0,8,1,7.2,0,8,1,,,0,1,64,8,1
2020/10/27,24.6,8,1,27.7,8,1,21.3,8,1,0,1,8,1,9.7,0,8,1,,,0,1,62,8,1
2020/10/28,25.2,8,1,28.4,8,1,22.9,8,1,0,1,8,1,7.2,0,8,1,,,0,1,66,8,1
2020/10/29,25.3,8,1,28.6,8,1,23.1,8,1,0.0,0,8,1,5.1,0,8,1,,,0,1,68,8,1
2020/10/30,23.8,8,1,25.8,8,1,21.6,8,1,0.0,0,8,1,5.8,0,8,1,,,0,1,66,8,1
2020/10/31,24.1,8,1,27.4,8,1,21.5,8,1,0.0,0,8,1,8.0,0,8,1,,,0,1,62,8,1
2020/11/1,24.9,8,1,28.0,8,1,22.1,8,1,0.0,0,8,1,10.1,0,8,1,,,0,1,64,8,1
2020/11/2,24.5,8,1,27.7,8,1,20.9,8,1,0.0,0,8,1,9.1,0,8,1,,,0,1,77,8,1
2020/11/3,23.7,8,1,25.4,8,1,22.2,8,1,4.0,0,8,1,3.6,0,8,1,,,0,1,69,8,1
2020/11/4,22.1,8,1,24.5,8,1,20.7,8,1,0,1,8,1,7.0,0,8,1,,,0,1,59,8,1
2020/11/5,24.0,8,1,25.9,8,1,21.9,8,1,1.5,0,8,1,0.1,0,8,1,,,0,1,76,8,1
2020/11/6,26.6,8,1,29.8,8,1,24.3,8,1,4.0,0,8,1,5.6,0,8,1,,,0,1,91,8,1
2020/11/7,26.1,8,1,29.1,8,1,24.0,8,1,0.0,0,8,1,4.4,0,8,1,,,0,1,90,8,1
2020/11/8,24.7,8,1,28.3,8,1,22.9,8,1,12.5,0,8,1,2.8,0,8,1,,,0,1,85,8,1
2020/11/9,22.3,8,1,24.2,8,1,21.2,8,1,0.0,0,8,1,1.0,0,8,1,,,0,1,63,8,1
2020/11/10,21.7,8,1,22.6,8,1,20.7,8,1,0.0,0,8,1,0.0,0,8,1,,,0,1,65,8,1
2020/11/11,22.7,8,1,23.9,8,1,21.7,8,1,0.0,0,8,1,0.1,0,8,1,,,0,1,69,8,1
2020/11/12,22.8,8,1,25.9,8,1,21.3,8,1,6.5,0,8,1,0.4,0,8,1,,,0,1,72,8,1
2020/11/13,22.2,8,1,23.3,8,1,21.4,8,1,4.0,0,8,1,0.0,0,8,1,,,0,1,76,8,1
2020/11/14,23.3,8,1,26.2,8,1,20.6,8,1,0.0,0,8,1,3.6,0,8,1,,,0,1,71,8,1
2020/11/15,24.8,8,1,27.0,8,1,22.6,8,1,0.5,0,8,1,4.5,0,8,1,,,0,1,77,8,1
2020/11/16,24.6,8,1,27.4,8,1,23.3,8,1,0,1,8,1,9.3,0,8,1,,,0,1,67,8,1
2020/11/17,24.7,8,1,27.0,8,1,23.0,8,1,0.0,0,8,1,7.7,0,8,1,,,0,1,71,8,1
2020/11/18,24.9,8,1,27.8,8,1,23.1,8,1,0.0,0,8,1,3.6,0,8,1,,,0,1,82,8,1
2020/11/19,25.7,8,1,28.4,8,1,24.2,8,1,0.0,0,8,1,5.7,0,8,1,,,0,1,82,8,1
2020/11/20,24.7,8,1,28.0,8,1,22.6,8,1,0.0,0,8,1,4.6,0,8,1,,,0,1,85,8,1
2020/11/21,24.2,8,1,26.6,8,1,23.1,8,1,0.0,0,8,1,1.2,0,8,1,,,0,1,78,8,1
2020/11/22,23.6,8,1,26.4,8,1,20.8,8,1,0,1,8,1,7.2,0,8,1,,,0,1,75,8,1
2020/11/23,22.7,8,1,24.3,8,1,21.6,8,1,0.5,0,8,1,0.3,0,8,1,,,0,1,78,8,1
2020/11/24,21.8,8,1,22.9,8,1,21.1,8,1,0.0,0,8,1,0.2,0,8,1,,,0,1,69,8,1
2020/11/25,23.1,8,1,26.3,8,1,21.6,8,1,0,1,8,1,5.7,0,8,1,,,0,1,65,8,1
2020/11/26,22.6,8,1,25.3,8,1,21.0,8,1,0,1,8,1,5.6,0,8,1,,,0,1,68,8,1
2020/11/27,22.8,8,1,26.1,8,1,20.5,8,1,0.0,0,8,1,7.6,0,8,1,,,0,1,72,8,1
2020/11/28,20.5,8,1,22.3,8,1,19.1,8,1,0.5,0,8,1,5.0,0,8,1,,,0,1,68,8,1
2020/11/29,20.0,8,1,22.1,8,1,18.8,8,1,0.0,0,8,1,1.6,0,8,1,,,0,1,62,8,1
2020/11/30,20.3,8,1,22.3,8,1,18.6,8,1,0.0,0,8,1,1.4,0,8,1,,,0,1,62,8,1
2020/12/1,21.0,8,1,22.3,8,1,19.3,8,1,0.0,0,8,1,0.2,0,8,1,,,0,1,68,8,1
2020/12/2,22.0,8,1,23.3,8,1,20.6,8,1,0.0,0,8,1,0.2,0,8,1,,,0,1,77,8,1
2020/12/3,20.2,8,1,21.8,8,1,18.2,8,1,8.5,0,8,1,0.0,0,8,1,,,0,1,91,8,1
2020/12/4,17.8,8,1,18.3,8,1,17.1,8,1,1.5,0,8,1,0.0,0,8,1,,,0,1,88,8,1
2020/12/5,18.9,8,1,19.6,8,1,17.7,8,1,3.0,0,8,1,0.0,0,8,1,,,0,1,89,8,1
2020/12/6,20.7,8,1,22.4,8,1,19.6,8,1,1.0,0,8,1,1.4,0,8,1,,,0,1,89,8,1
2020/12/7,22.3,8,1,23.9,8,1,21.3,8,1,1.0,0,8,1,0.0,0,8,1,,,0,1,85,8,1
2020/12/8,21.1,8,1,22.4,8,1,19.1,8,1,14.5,0,8,1,0.0,0,8,1,,,0,1,81,8,1
2020/12/9,19.4,8,1,21.0,8,1,17.7,8,1,77.0,0,8,1,0.0,0,8,1,,,0,1,94,8,1
2020/12/10,21.0,8,1,22.2,8,1,19.8,8,1,11.5,0,8,1,0.1,0,8,1,,,0,1,93,8,1
2020/12/11,22.6,8,1,25.9,8,1,20.0,8,1,12.0,0,8,1,2.8,0,8,1,,,0,1,88,8,1
2020/12/12,21.0,8,1,23.3,8,1,19.2,8,1,0.5,0,8,1,5.0,0,8,1,,,0,1,71,8,1
2020/12/13,19.9,8,1,23.9,8,1,16.3,8,1,0.0,0,8,1,4.7,0,8,1,,,0,1,74,8,1
2020/12/14,18.8,8,1,21.5,8,1,16.1,8,1,0.0,0,8,1,0.3,0,8,1,,,0,1,75,8,1
2020/12/15,16.4,8,1,18.2,8,1,15.2,8,1,0.0,0,8,1,0.0,0,8,1,,,0,1,78,8,1
2020/12/16,16.3,8,1,18.3,8,1,14.9,8,1,1.0,0,8,1,0.1,0,8,1,,,0,1,77,8,1
2020/12/17,16.5,8,1,18.1,8,1,15.2,8,1,0.5,0,8,1,0.0,0,8,1,,,0,1,69,8,1
2020/12/18,18.2,8,1,20.4,8,1,17.0,8,1,13.5,0,8,1,0.2,0,8,1,,,0,1,83,8,1
2020/12/19,18.3,8,1,19.5,8,1,16.8,8,1,5.5,0,8,1,0.4,0,8,1,,,0,1,85,8,1
2020/12/20,16.9,8,1,19.4,8,1,16.4,8,1,0.0,0,8,1,0.3,0,8,1,,,0,1,65,8,1
2020/12/21,16.5,8,1,17.8,8,1,15.4,8,1,2.5,0,8,1,0.0,0,8,1,,,0,1,70,8,1
2020/12/22,19.4,8,1,22.7,8,1,16.4,8,1,0.0,0,8,1,3.2,0,8,1,,,0,1,71,8,1
2020/12/23,19.6,8,1,22.6,8,1,17.1,8,1,41.5,0,8,1,2.5,0,8,1,,,0,1,76,8,1
2020/12/24,20.1,8,1,22.2,8,1,18.0,8,1,11.0,0,8,1,0.6,0,8,1,,,0,1,90,8,1
2020/12/25,18.6,8,1,20.6,8,1,16.6,8,1,0.5,0,8,1,6.0,0,8,1,,,0,1,66,8,1
2020/12/26,18.6,8,1,21.3,8,1,15.9,8,1,0,1,8,1,9.2,0,8,1,,,0,1,62,8,1
2020/12/27,21.2,8,1,24.7,8,1,17.0,8,1,2.5,0,8,1,5.0,0,8,1,,,0,1,74,8,1
2020/12/28,20.9,8,1,22.7,8,1,18.3,8,1,1.0,0,8,1,1.8,0,8,1,,,0,1,76,8,1
2020/12/29,21.7,8,1,24.1,8,1,19.9,8,1,17.0,0,8,1,0.0,0,8,1,,,0,1,84,8,1
2020/12/30,15.8,8,1,21.2,8,1,11.3,8,1,4.5,0,8,1,0.0,0,8,1,,,0,1,74,8,1
2020/12/31,12.5,8,1,14.6,8,1,10.6,8,1,1.5,0,8,1,1.9,0,8,1,,,0,1,68,8,1
2021/1/1,14.7,8,1,18.2,8,1,11.6,8,1,2.0,0,8,1,6.1,0,8,1,,,0,1,72,8,1
2021/1/2,16.8,8,1,19.6,8,1,14.8,8,1,0.0,0,8,1,5.1,0,8,1,,,0,1,69,8,1
2021/1/3,18.3,8,1,21.3,8,1,15.8,8,1,0.5,0,8,1,1.3,0,8,1,,,0,1,68,8,1
2021/1/4,19.9,8,1,22.6,8,1,17.8,8,1,3.0,0,8,1,1.2,0,8,1,,,0,1,85,8,1
2021/1/5,18.6,8,1,21.3,8,1,16.0,8,1,21.0,0,8,1,0.0,0,8,1,,,0,1,91,8,1
2021/1/6,17.0,8,1,18.6,8,1,15.1,8,1,0.5,0,8,1,0.7,0,8,1,,,0,1,72,8,1
2021/1/7,13.6,8,1,16.7,8,1,10.8,8,1,8.0,0,8,1,0.0,0,8,1,,,0,1,80,8,1
2021/1/8,11.8,8,1,12.6,8,1,10.2,8,1,1.5,0,8,1,0.0,0,8,1,,,0,1,70,8,1
2021/1/9,11.6,8,1,12.6,8,1,10.5,8,1,0.0,0,8,1,0.0,0,8,1,,,0,1,56,8,1
2021/1/10,13.4,8,1,16.2,8,1,9.7,8,1,3.5,0,8,1,5.6,0,8,1,,,0,1,66,8,1
2021/1/11,15.5,8,1,18.7,8,1,12.4,8,1,0.0,0,8,1,2.8,0,8,1,,,0,1,75,8,1
2021/1/12,13.1,8,1,15.8,8,1,10.7,8,1,4.0,0,8,1,0.0,0,8,1,,,0,1,71,8,1
2021/1/13,14.8,8,1,17.9,8,1,10.9,8,1,0,1,8,1,8.6,0,8,1,,,0,1,55,8,1
2021/1/14,17.0,8,1,20.2,8,1,13.5,8,1,0,1,8,1,2.9,0,8,1,,,0,1,61,8,1
2021/1/15,19.1,8,1,22.7,8,1,16.1,8,1,0.0,0,8,1,5.7,0,8,1,,,0,1,76,8,1
2021/1/16,18.5,8,1,23.3,8,1,16.0,8,1,4.5,0,8,1,4.8,0,8,1,,,0,1,83,8,1
2021/1/17,15.3,8,1,16.1,8,1,14.5,8,1,4.0,0,8,1,0.0,0,8,1,,,0,1,71,8,1
2021/1/18,14.9,8,1,16.7,8,1,13.3,8,1,0.0,0,8,1,0.9,0,8,1,,,0,1,59,8,1
2021/1/19,15.6,8,1,18.9,8,1,12.6,8,1,0,1,8,1,6.8,0,8,1,,,0,1,60,8,1
2021/1/20,19.1,8,1,21.9,8,1,15.9,8,1,0.0,0,8,1,4.9,0,8,1,,,0,1,67,8,1
2021/1/21,20.9,8,1,23.0,8,1,19.2,8,1,0.5,0,8,1,1.0,0,8,1,,,0,1,82,8,1
2021/1/22,20.4,8,1,21.9,8,1,18.7,8,1,27.5,0,8,1,0.0,0,8,1,,,0,1,96,8,1
2021/1/23,21.3,8,1,23.3,8,1,19.5,8,1,38.0,0,8,1,1.8,0,8,1,,,0,1,91,8,1
2021/1/24,19.0,8,1,20.8,8,1,16.6,8,1,0.0,0,8,1,6.3,0,8,1,,,0,1,70,8,1
2021/1/25,19.4,8,1,23.3,8,1,15.9,8,1,0.0,0,8,1,2.7,0,8,1,,,0,1,77,8,1
2021/1/26,19.8,8,1,23.2,8,1,16.5,8,1,0.0,0,8,1,9.5,0,8,1,,,0,1,78,8,1
2021/1/27,18.8,8,1,20.4,8,1,17.5,8,1,0.0,0,8,1,1.5,0,8,1,,,0,1,70,8,1
2021/1/28,17.2,8,1,19.5,8,1,15.3,8,1,0.0,0,8,1,1.2,0,8,1,,,0,1,64,8,1
2021/1/29,14.1,8,1,15.7,8,1,13.2,8,1,0.0,0,8,1,1.9,0,8,1,,,0,1,54,8,1
2021/1/30,15.2,8,1,18.8,8,1,11.6,8,1,0,1,8,1,8.0,0,8,1,,,0,1,53,8,1
2021/1/31,17.3,8,1,20.6,8,1,13.0,8,1,0,1,8,1,7.4,0,8,1,,,0,1,58,8,1
2021/2/1,19.2,8,1,23.5,8,1,15.3,8,1,0.0,0,8,1,5.7,0,8,1,,,0,1,67,8,1
2021/2/2,18.2,8,1,23.6,8,1,16.0,8,1,2.0,0,8,1,4.1,0,8,1,,,0,1,76,8,1
2021/2/3,16.3,8,1,19.6,8,1,13.9,8,1,0,1,8,1,6.4,0,8,1,,,0,1,58,8,1
2021/2/4,17.3,8,1,21.4,8,1,14.0,8,1,0,1,8,1,7.7,0,8,1,,,0,1,62,8,1
2021/2/5,18.1,8,1,22.6,8,1,14.5,8,1,0,1,8,1,6.9,0,8,1,,,0,1,63,8,1
2021/2/6,20.0,8,1,23.7,8,1,15.8,8,1,0,1,8,1,10.0,0,8,1,,,0,1,71,8,1
2021/2/7,19.5,8,1,21.9,8,1,17.1,8,1,0,1,8,1,7.7,0,8,1,,,0,1,76,8,1
2021/2/8,18.3,8,1,21.3,8,1,15.7,8,1,0.0,0,8,1,9.7,0,8,1,,,0,1,61,8,1
2021/2/9,17.1,8,1,20.2,8,1,15.7,8,1,0,1,8,1,3.9,0,8,1,,,0,1,58,8,1
2021/2/10,18.4,8,1,21.3,8,1,16.3,8,1,9.0,0,8,1,2.5,0,8,1,,,0,1,74,8,1
2021/2/11,17.5,8,1,20.2,8,1,15.4,8,1,104.0,0,8,1,0.0,0,8,1,,,0,1,88,8,1
2021/2/12,19.5,8,1,21.8,8,1,17.5,8,1,0.0,0,8,1,3.1,0,8,1,,,0,1,82,8,1
2021/2/13,20.4,8,1,23.7,8,1,18.6,8,1,18.5,0,8,1,2.8,0,8,1,,,0,1,90,8,1
2021/2/14,21.0,8,1,23.6,8,1,19.8,8,1,11.0,0,8,1,3.7,0,8,1,,,0,1,90,8,1
2021/2/15,19.4,8,1,21.6,8,1,17.4,8,1,0.0,0,8,1,6.2,0,8,1,,,0,1,65,8,1
2021/2/16,17.2,8,1,19.5,8,1,15.7,8,1,0,1,8,1,9.5,0,8,1,,,0,1,60,8,1
2021/2/17,14.3,8,1,16.5,8,1,13.0,8,1,10.5,0,8,1,0.3,0,8,1,,,0,1,66,8,1
2021/2/18,12.7,8,1,13.7,8,1,12.0,8,1,0.0,0,8,1,0.2,0,8,1,,,0,1,57,8,1
2021/2/19,14.2,8,1,16.7,8,1,12.1,8,1,0.0,0,8,1,5.4,0,8,1,,,0,1,55,8,1
2021/2/20,15.3,8,1,20.0,8,1,11.1,8,1,0,1,8,1,9.3,0,8,1,,,0,1,63,8,1
2021/2/21,17.0,8,1,21.7,8,1,11.6,8,1,0,1,8,1,7.8,0,8,1,,,0,1,67,8,1
2021/2/22,19.7,8,1,24.4,8,1,15.4,8,1,0,1,8,1,8.8,0,8,1,,,0,1,69,8,1
2021/2/23,20.5,8,1,25.0,8,1,17.2,8,1,0,1,8,1,5.2,0,8,1,,,0,1,76,8,1
2021/2/24,20.9,8,1,23.9,8,1,18.3,8,1,0,1,8,1,9.4,0,8,1,,,0,1,70,8,1
2021/2/25,21.7,8,1,24.3,8,1,20.1,8,1,9.5,0,8,1,3.6,0,8,1,,,0,1,81,8,1
2021/2/26,21.6,8,1,24.4,8,1,18.6,8,1,30.0,0,8,1,2.3,0,8,1,,,0,1,92,8,1
2021/2/27,21.6,8,1,23.4,8,1,20.4,8,1,0.0,0,8,1,0.9,0,8,1,,,0,1,85,8,1
2021/2/28,21.7,8,1,25.0,8,1,19.8,8,1,0.0,0,8,1,7.6,0,8,1,,,0,1,80,8,1
2021/3/1,21.8,8,1,24.4,8,1,20.2,8,1,0.0,0,8,1,4.8,0,8,1,,,0,1,83,8,1
2021/3/2,18.8,8,1,21.7,8,1,17.0,8,1,0.5,0,8,1,0.0,0,8,1,,,0,1,79,8,1
2021/3/3,18.4,8,1,21.9,8,1,14.9,8,1,0,1,8,1,8.5,0,8,1,,,0,1,60,8,1
2021/3/4,20.6,8,1,23.1,8,1,18.6,8,1,12.5,0,8,1,3.8,0,8,1,,,0,1,74,8,1
2021/3/5,19.6,8,1,21.6,8,1,18.4,8,1,0.0,0,8,1,5.4,0,8,1,,,0,1,72,8,1
2021/3/6,19.5,8,1,22.1,8,1,18.0,8,1,4.5,0,8,1,0.7,0,8,1,,,0,1,77,8,1
2021/3/7,20.5,8,1,23.1,8,1,19.2,8,1,14.5,0,8,1,0.1,0,8,1,,,0,1,92,8,1
2021/3/8,20.8,8,1,23.3,8,1,18.7,8,1,0.0,0,8,1,9.8,0,8,1,,,0,1,81,8,1
2021/3/9,20.9,8,1,24.3,8,1,17.9,8,1,0.0,0,8,1,7.4,0,8,1,,,0,1,81,8,1
2021/3/10,20.2,8,1,22.5,8,1,18.3,8,1,0.0,0,8,1,9.9,0,8,1,,,0,1,67,8,1
2021/3/11,20.7,8,1,25.0,8,1,16.5,8,1,0.0,0,8,1,8.9,0,8,1,,,0,1,69,8,1
2021/3/12,21.1,8,1,24.9,8,1,19.0,8,1,2.5,0,8,1,4.1,0,8,1,,,0,1,77,8,1
2021/3/13,18.8,8,1,20.3,8,1,17.5,8,1,0.0,0,8,1,2.0,0,8,1,,,0,1,62,8,1
2021/3/14,19.5,8,1,22.6,8,1,17.2,8,1,0.0,0,8,1,1.5,0,8,1,,,0,1,67,8,1
2021/3/15,20.3,8,1,24.3,8,1,16.1,8,1,0.0,0,8,1,10.5,0,8,1,,,0,1,68,8,1
2021/3/16,22.1,8,1,26.1,8,1,19.0,8,1,0,1,8,1,6.3,0,8,1,,,0,1,74,8,1
2021/3/17,22.7,8,1,26.6,8,1,19.2,8,1,0,1,8,1,10.1,0,8,1,,,0,1,80,8,1
2021/3/18,22.8,8,1,26.3,8,1,20.2,8,1,0,1,8,1,7.9,0,8,1,,,0,1,78,8,1
2021/3/19,22.3,8,1,25.0,8,1,20.1,8,1,0,1,8,1,4.6,0,8,1,,,0,1,83,8,1
2021/3/20,23.1,8,1,26.6,8,1,20.8,8,1,0,1,8,1,6.7,0,8,1,,,0,1,81,8,1
2021/3/21,19.8,8,1,22.9,8,1,17.0,8,1,1.5,0,8,1,0.0,0,8,1,,,0,1,78,8,1
2021/3/22,16.6,8,1,18.3,8,1,15.2,8,1,0.0,0,8,1,0.8,0,8,1,,,0,1,57,8,1
2021/3/23,17.3,8,1,20.9,8,1,13.8,8,1,0,1,8,1,6.0,0,8,1,,,0,1,53,8,1
2021/3/24,19.3,8,1,21.3,8,1,17.3,8,1,12.0,0,8,1,0.2,0,8,1,,,0,1,73,8,1
2021/3/25,21.2,8,1,24.1,8,1,18.9,8,1,1.5,0,8,1,11.0,0,8,1,,,0,1,77,8,1
2021/3/26,21.9,8,1,24.6,8,1,20.1,8,1,0.0,0,8,1,8.0,0,8,1,,,0,1,72,8,1
2021/3/27,22.8,8,1,25.5,8,1,20.7,8,1,0.0,0,8,1,4.7,0,8,1,,,0,1,79,8,1
2021/3/28,22.8,8,1,25.6,8,1,21.4,8,1,11.0,0,8,1,0.9,0,8,1,,,0,1,92,8,1
2021/3/29,22.7,8,1,25.3,8,1,20.9,8,1,0.0,0,8,1,0.4,0,8,1,,,0,1,91,8,1
2021/3/30,23.3,8,1,25.4,8,1,22.1,8,1,8.5,0,8,1,0.1,0,8,1,,,0,1,93,8,1
2021/3/31,23.1,8,1,26.1,8,1,21.0,8,1,0.5,0,8,1,1.8,0,8,1,,,0,1,90,8,1
2021/4/1,24.6,8,1,27.4,8,1,22.8,8,1,0.0,0,8,1,5.4,0,8,1,,,0,1,87,8,1
2021/4/2,23.6,8,1,26.0,8,1,21.1,8,1,17.0,0,8,1,0.1,0,8,1,,,0,1,92,8,1
2021/4/3,23.2,8,1,26.5,8,1,20.9,8,1,0.0,0,8,1,1.5,0,8,1,,,0,1,89,8,1
2021/4/4,21.3,8,1,23.2,8,1,19.1,8,1,0.0,0,8,1,0.0,0,8,1,,,0,1,83,8,1
2021/4/5,20.3,8,1,23.1,8,1,18.4,8,1,0,1,8,1,6.2,0,8,1,,,0,1,63,8,1
2021/4/6,20.2,8,1,22.3,8,1,18.6,8,1,0,1,8,1,8.0,0,8,1,,,0,1,63,8,1
2021/4/7,21.1,8,1,24.7,8,1,19.0,8,1,0,1,8,1,11.8,0,8,1,,,0,1,58,8,1
2021/4/8,21.1,8,1,23.9,8,1,18.8,8,1,0,1,8,1,5.6,0,8,1,,,0,1,58,8,1
2021/4/9,21.9,8,1,25.8,8,1,19.8,8,1,0.0,0,8,1,3.8,0,8,1,,,0,1,63,8,1
2021/4/10,22.3,8,1,24.9,8,1,20.6,8,1,0.0,0,8,1,7.7,0,8,1,,,0,1,65,8,1
2021/4/11,21.8,8,1,23.8,8,1,20.7,8,1,0.0,0,8,1,6.0,0,8,1,,,0,1,70,8,1
2021/4/12,22.9,8,1,26.3,8,1,20.6,8,1,0.0,0,8,1,4.9,0,8,1,,,0,1,74,8,1
2021/4/13,23.3,8,1,27.0,8,1,21.5,8,1,0.5,0,8,1,8.6,0,8,1,,,0,1,85,8,1
2021/4/14,21.0,8,1,23.1,8,1,19.3,8,1,0.0,0,8,1,0.0,0,8,1,,,0,1,75,8,1
2021/4/15,20.8,8,1,23.4,8,1,17.8,8,1,5.0,0,8,1,0.3,0,8,1,,,0,1,73,8,1
2021/4/16,22.6,8,1,26.1,8,1,17.9,8,1,1.0,0,8,1,1.7,0,8,1,,,0,1,80,8,1
2021/4/17,22.9,8,1,24.6,8,1,20.4,8,1,0.0,0,8,1,4.5,0,8,1,,,0,1,79,8,1
2021/4/18,19.2,8,1,21.4,8,1,17.8,8,1,0,1,8,1,9.3,0,8,1,,,0,1,57,8,1
2021/4/19,20.3,8,1,24.0,8,1,17.3,8,1,0,1,8,1,7.5,0,8,1,,,0,1,59,8,1
2021/4/20,21.1,8,1,24.0,8,1,18.5,8,1,0,1,8,1,7.8,0,8,1,,,0,1,61,8,1
2021/4/21,21.6,8,1,24.5,8,1,19.8,8,1,9.5,0,8,1,0.6,0,8,1,,,0,1,78,8,1
2021/4/22,21.4,8,1,22.4,8,1,20.5,8,1,13.5,0,8,1,0.0,0,8,1,,,0,1,91,8,1
2021/4/23,21.0,8,1,22.1,8,1,19.9,8,1,33.5,0,8,1,0.0,0,8,1,,,0,1,90,8,1
2021/4/24,20.8,8,1,22.1,8,1,19.6,8,1,0.5,0,8,1,0.0,0,8,1,,,0,1,79,8,1
2021/4/25,21.6,8,1,24.8,8,1,19.2,8,1,0.0,0,8,1,5.5,0,8,1,,,0,1,71,8,1
2021/4/26,22.0,8,1,25.5,8,1,19.0,8,1,0,1,8,1,11.6,0,8,1,,,0,1,66,8,1
2021/4/27,21.7,8,1,25.1,8,1,18.3,8,1,0.5,0,8,1,7.0,0,8,1,,,0,1,59,8,1
2021/4/28,22.5,8,1,26.4,8,1,18.4,8,1,0.0,0,8,1,7.5,0,8,1,,,0,1,70,8,1
2021/4/29,20.7,8,1,23.2,8,1,17.5,8,1,11.0,0,8,1,0.0,0,8,1,,,0,1,86,8,1
2021/4/30,20.8,8,1,24.6,8,1,15.8,8,1,0,1,8,1,12.2,0,8,1,,,0,1,78,8,1
2021/5/1,24.1,8,1,27.0,8,1,21.4,8,1,0,1,8,1,4.9,0,8,1,,,0,1,87,8,1
2021/5/2,22.8,8,1,27.0,8,1,20.2,8,1,0,1,8,1,11.9,0,8,1,,,0,1,61,8,1
2021/5/3,21.7,8,1,24.9,8,1,19.2,8,1,0,1,8,1,10.8,0,8,1,,,0,1,62,8,1
2021/5/4,22.9,8,1,26.0,8,1,20.7,8,1,0,1,8,1,0.5,0,8,1,,,0,1,79,8,1
2021/5/5,24.0,8,1,26.8,8,1,22.5,8,1,6.0,0,8,1,0.5,0,8,1,,,0,1,92,8,1
2021/5/6,24.9,8,1,28.6,8,1,22.0,8,1,0.5,0,8,1,1.9,0,8,1,,,0,1,89,8,1
2021/5/7,25.7,8,1,28.6,8,1,24.3,8,1,0.0,0,8,1,6.2,0,8,1,,,0,1,89,8,1
2021/5/8,25.5,8,1,28.1,8,1,22.9,8,1,3.5,0,8,1,4.2,0,8,1,,,0,1,89,8,1
2021/5/9,23.8,8,1,27.9,8,1,21.3,8,1,58.0,0,8,1,0.6,0,8,1,,,0,1,93,8,1
2021/5/10,24.2,8,1,26.5,8,1,22.3,8,1,10.5,0,8,1,0.0,0,8,1,,,0,1,91,8,1
2021/5/11,25.9,8,1,28.7,8,1,23.7,8,1,0,1,8,1,4.6,0,8,1,,,0,1,90,8,1
2021/5/12,26.4,8,1,29.3,8,1,24.8,8,1,0.0,0,8,1,7.1,0,8,1,,,0,1,90,8,1
2021/5/13,26.8,8,1,29.6,8,1,25.3,8,1,0,1,8,1,8.4,0,8,1,,,0,1,89,8,1
2021/5/14,27.0,8,1,29.9,8,1,24.9,8,1,0,1,8,1,8.2,0,8,1,,,0,1,87,8,1
2021/5/15,27.3,8,1,30.3,8,1,25.6,8,1,0.0,0,8,1,8.3,0,8,1,,,0,1,85,8,1
2021/5/16,27.2,8,1,30.0,8,1,25.6,8,1,0.0,0,8,1,10.6,0,8,1,,,0,1,86,8,1
2021/5/17,27.4,8,1,30.3,8,1,25.8,8,1,0,1,8,1,7.7,0,8,1,,,0,1,87,8,1
2021/5/18,27.4,8,1,30.1,8,1,26.0,8,1,0,1,8,1,7.2,0,8,1,,,0,1,87,8,1
2021/5/19,27.5,8,1,31.0,8,1,26.0,8,1,0,1,8,1,5.1,0,8,1,,,0,1,85,8,1
2021/5/20,27.7,8,1,31.1,8,1,26.0,8,1,0.0,0,8,1,6.9,0,8,1,,,0,1,86,8,1
2021/5/21,27.8,8,1,30.3,8,1,26.8,8,1,0.0,0,8,1,3.8,0,8,1,,,0,1,88,8,1
2021/5/22,27.3,8,1,29.4,8,1,25.5,8,1,1.0,0,8,1,0.1,0,8,1,,,0,1,91,8,1
2021/5/23,27.5,8,1,29.8,8,1,25.3,8,1,2.0,0,8,1,2.3,0,8,1,,,0,1,93,8,1
2021/5/24,27.7,8,1,30.8,8,1,25.5,8,1,4.0,0,8,1,8.3,0,8,1,,,0,1,88,8,1
2021/5/25,25.1,8,1,27.4,8,1,23.7,8,1,7.0,0,8,1,1.8,0,8,1,,,0,1,89,8,1
2021/5/26,27.4,8,1,30.7,8,1,23.8,8,1,0,1,8,1,9.3,0,8,1,,,0,1,85,8,1
2021/5/27,28.2,8,1,30.6,8,1,26.1,8,1,2.0,0,8,1,7.1,0,8,1,,,0,1,90,8,1
2021/5/28,27.0,8,1,29.5,8,1,24.3,8,1,22.0,0,8,1,0.7,0,8,1,,,0,1,94,8,1
2021/5/29,23.3,8,1,25.1,8,1,21.5,8,1,15.5,0,8,1,0.0,0,8,1,,,0,1,92,8,1
2021/5/30,22.6,8,1,23.9,8,1,21.0,8,1,30.5,0,8,1,0.0,0,8,1,,,0,1,94,8,1
2021/5/31,25.0,8,1,27.4,8,1,23.2,8,1,1.0,0,8,1,1.3,0,8,1,,,0,1,87,8,1
2021/6/1,25.6,8,1,28.1,8,1,23.9,8,1,0.0,0,8,1,4.2,0,8,1,,,0,1,84,8,1
