É_ÉEÉìÉçÅ[ÉhÇµÇΩéûçèÅF2026/04/07 17:25:24

,ïxéR,ïxéR,ïxéR,ïxéR,ïxéR,ïxéR,ïxéR,ïxéR,ïxéR,ïxéR,ïxéR,ïxéR,ïxéR,ïxéR,ïxéR,ïxéR,ïxéR,ïxéR,ïxéR,ïxéR,ïxéR,ïxéR,ïxéR,ïxéR
2020/2/14,9.6,8,1,14.5,8,1,5.6,8,1,0,1,8,1,2.9,0,8,1,0,1,8,1,79,8,1
2020/2/15,8.7,8,1,12.9,8,1,5.3,8,1,0,1,8,1,2.7,0,8,1,0,1,8,1,85,8,1
2020/2/16,11.6,8,1,17.5,8,1,6.4,8,1,8.0,0,8,1,0.0,0,8,1,0,1,8,1,86,8,1
2020/2/17,5.8,8,1,9.8,8,1,0.8,8,1,11.5,0,8,1,2.5,0,8,1,0,1,8,1,79,8,1
2020/2/18,2.0,8,1,5.2,8,1,0.2,8,1,28.0,0,8,1,1.3,0,8,1,15,0,8,1,91,8,1
2020/2/19,5.1,8,1,10.9,8,1,1.5,8,1,0.0,0,8,1,3.3,0,8,1,0,1,8,1,73,8,1
2020/2/20,5.6,8,1,8.8,8,1,2.6,8,1,4.0,0,8,1,0.1,0,8,1,0,1,8,1,85,8,1
2020/2/21,6.4,8,1,13.1,8,1,0.5,8,1,0,1,8,1,9.5,0,8,1,0,1,8,1,72,8,1
2020/2/22,10.0,8,1,14.2,8,1,2.9,8,1,5.0,0,8,1,0.0,0,8,1,0,1,8,1,66,8,1
2020/2/23,6.0,8,1,8.6,8,1,4.2,8,1,1.5,0,8,1,0.6,0,8,1,0,1,8,1,74,8,1
2020/2/24,8.7,8,1,15.0,8,1,3.6,8,1,0.0,0,8,1,9.8,0,8,1,0,1,8,1,62,8,1
2020/2/25,7.3,8,1,11.0,8,1,4.6,8,1,18.5,0,8,1,0.2,0,8,1,0,1,8,1,81,8,1
2020/2/26,6.8,8,1,10.2,8,1,3.8,8,1,6.5,0,8,1,0.6,0,8,1,0,1,8,1,85,8,1
2020/2/27,2.9,8,1,5.9,8,1,0.4,8,1,9.0,0,8,1,2.0,0,8,1,1,0,8,1,89,8,1
2020/2/28,4.4,8,1,8.8,8,1,1.3,8,1,0.0,0,8,1,5.0,0,8,1,0,1,8,1,72,8,1
2020/2/29,8.5,8,1,13.5,8,1,3.7,8,1,0,1,8,1,6.9,0,8,1,0,1,8,1,70,8,1
2020/3/1,8.0,8,1,11.1,8,1,4.7,8,1,0.0,0,8,1,6.8,0,8,1,0,1,8,1,72,8,1
2020/3/2,8.6,8,1,17.5,8,1,2.3,8,1,0.5,0,8,1,4.9,0,8,1,0,1,8,1,73,8,1
2020/3/3,7.3,8,1,11.6,8,1,4.0,8,1,0.0,0,8,1,4.2,0,8,1,0,1,8,1,77,8,1
2020/3/4,6.8,8,1,9.7,8,1,3.3,8,1,10.5,0,8,1,0.3,0,8,1,0,1,8,1,88,8,1
2020/3/5,5.1,8,1,8.9,8,1,2.7,8,1,7.5,0,8,1,2.3,0,8,1,0,1,8,1,77,8,1
2020/3/6,5.6,8,1,10.0,8,1,2.2,8,1,0.0,0,8,1,5.2,0,8,1,0,1,8,1,68,8,1
2020/3/7,6.6,8,1,12.0,8,1,1.5,8,1,0,1,8,1,8.0,0,8,1,0,1,8,1,64,8,1
2020/3/8,8.2,8,1,12.1,8,1,4.7,8,1,1.0,0,8,1,0.6,0,8,1,0,1,8,1,85,8,1
2020/3/9,9.9,8,1,15.3,8,1,4.0,8,1,0,1,8,1,10.5,0,8,1,0,1,8,1,83,8,1
2020/3/10,10.8,8,1,13.1,8,1,8.1,8,1,11.5,0,8,1,0.0,0,8,1,0,1,8,1,96,8,1
2020/3/11,8.3,8,1,13.9,8,1,4.8,8,1,12.5,0,8,1,1.8,0,8,1,0,1,8,1,90,8,1
2020/3/12,7.6,8,1,13.0,8,1,3.1,8,1,0.5,0,8,1,11.1,0,8,1,0,1,8,1,71,8,1
2020/3/13,11.0,8,1,18.0,8,1,4.1,8,1,0.0,0,8,1,6.9,0,8,1,0,1,8,1,60,8,1
2020/3/14,5.5,8,1,7.1,8,1,3.7,8,1,6.5,0,8,1,0.0,0,8,1,0,1,8,1,90,8,1
2020/3/15,5.7,8,1,13.0,8,1,1.8,8,1,9.5,0,8,1,6.8,0,8,1,0,1,8,1,74,8,1
2020/3/16,3.6,8,1,8.1,8,1,0.7,8,1,12.0,0,8,1,1.6,0,8,1,0,1,8,1,81,8,1
2020/3/17,6.1,8,1,11.9,8,1,-0.3,8,1,6.0,0,8,1,2.4,0,8,1,0,1,8,1,64,8,1
2020/3/18,10.1,8,1,16.8,8,1,5.0,8,1,12.5,0,8,1,8.5,0,8,1,0,1,8,1,66,8,1
2020/3/19,16.6,8,1,24.1,8,1,7.7,8,1,0.0,0,8,1,9.5,0,8,1,0,1,8,1,45,8,1
2020/3/20,7.4,8,1,11.3,8,1,4.1,8,1,9.0,0,8,1,1.1,0,8,1,0,1,8,1,81,8,1
2020/3/21,11.1,8,1,18.0,8,1,3.6,8,1,0,1,8,1,10.6,0,8,1,0,1,8,1,62,8,1
2020/3/22,12.7,8,1,17.9,8,1,8.1,8,1,1.0,0,8,1,1.9,0,8,1,0,1,8,1,65,8,1
2020/3/23,8.5,8,1,13.2,8,1,4.1,8,1,3.0,0,8,1,10.3,0,8,1,0,1,8,1,60,8,1
2020/3/24,5.0,8,1,8.6,8,1,2.1,8,1,2.0,0,8,1,5.2,0,8,1,0,1,8,1,79,8,1
2020/3/25,6.8,8,1,12.3,8,1,1.1,8,1,0,1,8,1,11.7,0,8,1,0,1,8,1,62,8,1
2020/3/26,11.7,8,1,19.7,8,1,3.7,8,1,0,1,8,1,11.7,0,8,1,0,1,8,1,57,8,1
2020/3/27,15.5,8,1,18.5,8,1,7.3,8,1,17.0,0,8,1,0.0,0,8,1,0,1,8,1,71,8,1
2020/3/28,8.8,8,1,15.6,8,1,5.2,8,1,27.0,0,8,1,0.0,0,8,1,0,1,8,1,91,8,1
2020/3/29,5.1,8,1,8.4,8,1,0.8,8,1,13.5,0,8,1,0.3,0,8,1,0,1,8,1,85,8,1
2020/3/30,7.5,8,1,12.0,8,1,3.4,8,1,0,1,8,1,3.2,0,8,1,0,1,8,1,77,8,1
2020/3/31,9.5,8,1,14.4,8,1,3.4,8,1,0.0,0,8,1,9.9,0,8,1,0,1,8,1,83,8,1
2020/4/1,11.0,8,1,12.3,8,1,7.9,8,1,52.5,0,8,1,0.0,0,8,1,0,1,8,1,97,8,1
2020/4/2,7.9,8,1,11.9,8,1,4.7,8,1,17.0,0,8,1,1.3,0,8,1,0,1,8,1,86,8,1
2020/4/3,10.8,8,1,19.2,8,1,2.4,8,1,0,1,8,1,11.8,0,8,1,0,1,8,1,53,8,1
2020/4/4,13.0,8,1,20.9,8,1,5.1,8,1,9.0,0,8,1,9.6,0,8,1,0,1,8,1,55,8,1
2020/4/5,7.1,8,1,11.9,8,1,4.9,8,1,1.0,0,8,1,2.5,0,8,1,0,1,8,1,73,8,1
2020/4/6,9.0,8,1,13.7,8,1,5.5,8,1,0.0,0,8,1,3.3,0,8,1,0,1,8,1,66,8,1
2020/4/7,10.9,8,1,18.3,8,1,3.9,8,1,0,1,8,1,11.3,0,8,1,0,1,8,1,49,8,1
2020/4/8,11.9,8,1,19.6,8,1,6.0,8,1,2.5,0,8,1,10.3,0,8,1,0,1,8,1,59,8,1
2020/4/9,9.8,8,1,15.1,8,1,6.0,8,1,0.0,0,8,1,11.3,0,8,1,0,1,8,1,70,8,1
2020/4/10,7.6,8,1,11.5,8,1,4.3,8,1,3.5,0,8,1,4.0,0,8,1,0,1,8,1,73,8,1
2020/4/11,8.9,8,1,13.6,8,1,4.0,8,1,0.0,0,8,1,4.2,0,8,1,0,1,8,1,65,8,1
2020/4/12,9.2,8,1,13.6,8,1,4.2,8,1,0.0,0,8,1,5.7,0,8,1,0,1,8,1,72,8,1
2020/4/13,9.5,8,1,11.4,8,1,7.9,8,1,6.5,0,8,1,0.2,0,8,1,0,1,8,1,90,8,1
2020/4/14,9.4,8,1,14.8,8,1,5.4,8,1,0.0,0,8,1,5.9,0,8,1,0,1,8,1,64,8,1
2020/4/15,13.0,8,1,22.4,8,1,4.3,8,1,0,1,8,1,11.8,0,8,1,0,1,8,1,52,8,1
2020/4/16,9.7,8,1,12.0,8,1,5.3,8,1,0,1,8,1,0.9,0,8,1,0,1,8,1,72,8,1
2020/4/17,10.3,8,1,15.8,8,1,2.8,8,1,0.5,0,8,1,8.8,0,8,1,0,1,8,1,73,8,1
2020/4/18,12.1,8,1,16.4,8,1,9.9,8,1,29.0,0,8,1,3.0,0,8,1,0,1,8,1,87,8,1
2020/4/19,12.3,8,1,16.3,8,1,10.3,8,1,5.0,0,8,1,7.0,0,8,1,0,1,8,1,84,8,1
2020/4/20,14.0,8,1,20.4,8,1,10.5,8,1,4.0,0,8,1,0.2,0,8,1,0,1,8,1,84,8,1
2020/4/21,12.9,8,1,15.9,8,1,10.1,8,1,0.0,0,8,1,0.4,0,8,1,0,1,8,1,72,8,1
2020/4/22,8.3,8,1,14.0,8,1,5.6,8,1,14.5,0,8,1,1.0,0,8,1,0,1,8,1,82,8,1
2020/4/23,7.5,8,1,12.9,8,1,5.0,8,1,4.5,0,8,1,1.6,0,8,1,0,1,8,1,82,8,1
2020/4/24,7.9,8,1,13.0,8,1,4.3,8,1,5.5,0,8,1,2.8,0,8,1,0,1,8,1,81,8,1
2020/4/25,14.8,8,1,22.9,8,1,5.5,8,1,0,1,8,1,12.4,0,8,1,0,1,8,1,44,8,1
2020/4/26,13.6,8,1,19.1,8,1,9.9,8,1,7.0,0,8,1,1.5,0,8,1,0,1,8,1,75,8,1
2020/4/27,11.1,8,1,15.7,8,1,7.4,8,1,2.0,0,8,1,8.1,0,8,1,0,1,8,1,78,8,1
2020/4/28,11.4,8,1,18.0,8,1,5.2,8,1,0.0,0,8,1,10.6,0,8,1,0,1,8,1,62,8,1
2020/4/29,15.4,8,1,23.2,8,1,7.5,8,1,0,1,8,1,9.5,0,8,1,0,1,8,1,49,8,1
2020/4/30,16.2,8,1,24.3,8,1,8.3,8,1,0,1,8,1,12.3,0,8,1,0,1,8,1,59,8,1
2020/5/1,19.4,8,1,25.9,8,1,11.3,8,1,0,1,8,1,7.9,0,8,1,0,1,8,1,62,8,1
2020/5/2,22.0,8,1,29.7,8,1,14.6,8,1,0,1,8,1,11.7,0,8,1,0,1,8,1,59,8,1
2020/5/3,19.5,8,1,25.0,8,1,14.9,8,1,0.0,0,8,1,4.0,0,8,1,0,1,8,1,70,8,1
2020/5/4,22.1,8,1,28.3,8,1,16.7,8,1,0.0,0,8,1,5.7,0,8,1,0,1,8,1,60,8,1
2020/5/5,14.2,8,1,18.3,8,1,11.5,8,1,1.0,0,8,1,4.3,0,8,1,0,1,8,1,84,8,1
2020/5/6,14.2,8,1,17.5,8,1,12.5,8,1,1.5,0,8,1,0.5,0,8,1,0,1,8,1,88,8,1
2020/5/7,13.7,8,1,18.0,8,1,9.7,8,1,0,1,8,1,12.1,0,8,1,0,1,8,1,69,8,1
2020/5/8,14.2,8,1,20.1,8,1,8.6,8,1,0,1,8,1,12.1,0,8,1,0,1,8,1,67,8,1
2020/5/9,18.4,8,1,22.5,8,1,12.6,8,1,1.5,0,8,1,0.2,0,8,1,0,1,8,1,60,8,1
2020/5/10,20.3,8,1,28.2,8,1,16.5,8,1,3.0,0,8,1,1.1,0,8,1,0,1,8,1,74,8,1
2020/5/11,20.4,8,1,26.5,8,1,15.2,8,1,0.0,0,8,1,12.7,0,8,1,0,1,8,1,68,8,1
2020/5/12,19.2,8,1,26.5,8,1,11.4,8,1,0,1,8,1,8.8,0,8,1,0,1,8,1,60,8,1
2020/5/13,18.1,8,1,24.0,8,1,12.5,8,1,0.0,0,8,1,10.0,0,8,1,0,1,8,1,58,8,1
2020/5/14,19.0,8,1,28.4,8,1,11.3,8,1,0,1,8,1,12.4,0,8,1,0,1,8,1,48,8,1
2020/5/15,20.6,8,1,28.6,8,1,13.7,8,1,0.0,0,8,1,3.7,0,8,1,0,1,8,1,50,8,1
2020/5/16,19.0,8,1,22.4,8,1,15.6,8,1,0.5,0,8,1,0.1,0,8,1,0,1,8,1,71,8,1
2020/5/17,18.0,8,1,22.9,8,1,14.6,8,1,0.0,0,8,1,1.0,0,8,1,0,1,8,1,87,8,1
2020/5/18,16.4,8,1,19.2,8,1,14.9,8,1,0.5,0,8,1,1.2,0,8,1,0,1,8,1,90,8,1
2020/5/19,18.4,8,1,26.0,8,1,15.2,8,1,9.0,0,8,1,2.9,0,8,1,0,1,8,1,84,8,1
2020/5/20,17.4,8,1,22.5,8,1,14.4,8,1,0.0,0,8,1,1.8,0,8,1,0,1,8,1,70,8,1
2020/5/21,16.5,8,1,18.7,8,1,14.2,8,1,0.0,0,8,1,0.4,0,8,1,0,1,8,1,73,8,1
2020/5/22,16.9,8,1,21.9,8,1,14.5,8,1,0.0,0,8,1,5.1,0,8,1,0,1,8,1,78,8,1
2020/5/23,17.6,8,1,22.8,8,1,13.4,8,1,0,1,8,1,7.1,0,8,1,0,1,8,1,85,8,1
2020/5/24,22.2,8,1,27.9,8,1,14.6,8,1,0,1,8,1,11.7,0,8,1,0,1,8,1,68,8,1
2020/5/25,22.0,8,1,28.1,8,1,17.9,8,1,5.0,0,8,1,3.7,0,8,1,0,1,8,1,78,8,1
2020/5/26,21.1,8,1,26.1,8,1,18.1,8,1,1.0,0,8,1,2.9,0,8,1,0,1,8,1,82,8,1
2020/5/27,20.2,8,1,26.2,8,1,16.3,8,1,0.0,0,8,1,9.3,0,8,1,0,1,8,1,71,8,1
2020/5/28,19.1,8,1,25.8,8,1,14.7,8,1,0,1,8,1,10.4,0,8,1,0,1,8,1,71,8,1
2020/5/29,19.3,8,1,26.0,8,1,13.6,8,1,0,1,8,1,13.8,0,8,1,0,1,8,1,69,8,1
2020/5/30,19.1,8,1,23.5,8,1,14.0,8,1,0,1,8,1,12.7,0,8,1,0,1,8,1,74,8,1
2020/5/31,22.3,8,1,26.4,8,1,15.5,8,1,0.0,0,8,1,0.3,0,8,1,0,1,8,1,59,8,1
2020/6/1,23.0,8,1,26.6,8,1,20.2,8,1,0.0,0,8,1,3.8,0,8,1,0,1,8,1,65,8,1
2020/6/2,22.5,8,1,27.6,8,1,18.8,8,1,4.0,0,8,1,5.8,0,8,1,0,1,8,1,81,8,1
2020/6/3,22.4,8,1,28.9,8,1,18.5,8,1,0.0,0,8,1,5.2,0,8,1,0,1,8,1,69,8,1
2020/6/4,24.3,8,1,32.3,8,1,15.2,8,1,0,1,8,1,11.6,0,8,1,0,1,8,1,64,8,1
2020/6/5,24.1,8,1,30.4,8,1,19.3,8,1,0,1,8,1,10.7,0,8,1,0,1,8,1,75,8,1
2020/6/6,21.3,8,1,24.5,8,1,18.7,8,1,0,1,8,1,3.6,0,8,1,0,1,8,1,75,8,1
2020/6/7,19.9,8,1,24.3,8,1,16.0,8,1,0,1,8,1,10.4,0,8,1,0,1,8,1,77,8,1
2020/6/8,21.2,8,1,26.3,8,1,16.0,8,1,0,1,8,1,13.5,0,8,1,0,1,8,1,74,8,1
2020/6/9,25.0,8,1,32.4,8,1,16.7,8,1,0,1,8,1,13.4,0,8,1,0,1,8,1,66,8,1
2020/6/10,27.1,8,1,31.9,8,1,21.5,8,1,0.0,0,8,1,12.2,0,8,1,0,1,8,1,59,8,1
2020/6/11,25.5,8,1,32.1,8,1,21.8,8,1,29.5,0,8,1,1.4,0,8,1,0,1,8,1,81,8,1
2020/6/12,22.5,8,1,25.3,8,1,20.6,8,1,12.5,0,8,1,0.2,0,8,1,0,1,8,1,93,8,1
2020/6/13,22.3,8,1,24.5,8,1,20.3,8,1,10.0,0,8,1,0.3,0,8,1,0,1,8,1,93,8,1
2020/6/14,22.6,8,1,24.5,8,1,20.1,8,1,81.5,0,8,1,0.3,0,8,1,0,1,8,1,97,8,1
2020/6/15,25.2,8,1,31.1,8,1,21.4,8,1,4.0,0,8,1,11.4,0,8,1,0,1,8,1,77,8,1
2020/6/16,23.2,8,1,29.5,8,1,17.8,8,1,0,1,8,1,10.2,0,8,1,0,1,8,1,70,8,1
2020/6/17,20.6,8,1,24.4,8,1,16.3,8,1,0,1,8,1,9.5,0,8,1,0,1,8,1,78,8,1
2020/6/18,21.3,8,1,26.0,8,1,17.3,8,1,5.0,0,8,1,0.0,0,8,1,0,1,8,1,85,8,1
2020/6/19,20.7,8,1,23.2,8,1,18.4,8,1,10.0,0,8,1,0.0,0,8,1,0,1,8,1,91,8,1
2020/6/20,19.9,8,1,23.4,8,1,16.7,8,1,0.0,0,8,1,5.3,0,8,1,0,1,8,1,77,8,1
2020/6/21,20.4,8,1,24.3,8,1,15.1,8,1,0,1,8,1,12.6,0,8,1,0,1,8,1,77,8,1
2020/6/22,22.1,8,1,25.2,8,1,19.0,8,1,0.0,0,8,1,1.1,0,8,1,0,1,8,1,82,8,1
2020/6/23,23.3,8,1,27.7,8,1,20.0,8,1,0.0,0,8,1,10.0,0,8,1,0,1,8,1,79,8,1
2020/6/24,24.5,8,1,30.1,8,1,18.1,8,1,0,1,8,1,12.1,0,8,1,0,1,8,1,78,8,1
2020/6/25,24.7,8,1,29.1,8,1,21.1,8,1,8.5,0,8,1,1.5,0,8,1,0,1,8,1,87,8,1
2020/6/26,24.7,8,1,28.4,8,1,22.1,8,1,45.5,0,8,1,0.9,0,8,1,0,1,8,1,87,8,1
2020/6/27,25.1,8,1,29.9,8,1,20.7,8,1,0,1,8,1,7.7,0,8,1,0,1,8,1,74,8,1
2020/6/28,22.7,8,1,26.8,8,1,20.4,8,1,8.0,0,8,1,4.8,0,8,1,0,1,8,1,86,8,1
2020/6/29,22.7,8,1,27.1,8,1,19.2,8,1,0,1,8,1,6.2,0,8,1,0,1,8,1,79,8,1
2020/6/30,24.0,8,1,28.8,8,1,20.1,8,1,17.0,0,8,1,0.3,0,8,1,0,1,8,1,81,8,1
2020/7/1,23.8,8,1,27.1,8,1,21.7,8,1,0.5,0,8,1,1.5,0,8,1,0,1,8,1,88,8,1
2020/7/2,22.9,8,1,26.4,8,1,20.9,8,1,0.0,0,8,1,2.3,0,8,1,0,1,8,1,78,8,1
2020/7/3,21.8,8,1,24.8,8,1,19.8,8,1,12.0,0,8,1,0.8,0,8,1,0,1,8,1,89,8,1
2020/7/4,21.1,8,1,22.8,8,1,19.5,8,1,87.0,0,8,1,0.0,0,8,1,0,1,8,1,99,8,1
2020/7/5,22.2,8,1,25.3,8,1,20.2,8,1,3.0,0,8,1,0.1,0,8,1,0,1,8,1,92,8,1
2020/7/6,22.2,8,1,23.7,8,1,19.8,8,1,34.5,0,8,1,0.0,0,8,1,0,1,8,1,100,8,1
2020/7/7,23.9,8,1,25.9,8,1,22.2,8,1,16.0,0,8,1,0.0,0,8,1,0,1,8,1,98,8,1
2020/7/8,23.6,8,1,27.4,8,1,20.5,8,1,53.0,0,8,1,0.8,0,8,1,0,1,8,1,93,8,1
2020/7/9,23.3,8,1,27.0,8,1,20.5,8,1,0,1,8,1,2.5,0,8,1,0,1,8,1,94,8,1
2020/7/10,23.4,8,1,27.9,8,1,20.7,8,1,17.0,0,8,1,0.0,0,8,1,0,1,8,1,97,8,1
2020/7/11,26.2,8,1,30.1,8,1,22.7,8,1,7.5,0,8,1,2.6,0,8,1,0,1,8,1,84,8,1
2020/7/12,22.3,8,1,24.2,8,1,19.9,8,1,19.0,0,8,1,0.1,0,8,1,0,1,8,1,91,8,1
2020/7/13,20.8,8,1,23.7,8,1,19.3,8,1,18.0,0,8,1,0.6,0,8,1,0,1,8,1,93,8,1
2020/7/14,21.7,8,1,24.5,8,1,20.0,8,1,21.0,0,8,1,0.0,0,8,1,0,1,8,1,98,8,1
2020/7/15,22.2,8,1,25.8,8,1,20.7,8,1,0.5,0,8,1,0.1,0,8,1,0,1,8,1,94,8,1
2020/7/16,22.8,8,1,27.8,8,1,20.2,8,1,1.0,0,8,1,3.3,0,8,1,0,1,8,1,87,8,1
2020/7/17,22.7,8,1,27.1,8,1,20.0,8,1,3.0,0,8,1,3.7,0,8,1,0,1,8,1,90,8,1
2020/7/18,23.0,8,1,26.9,8,1,20.8,8,1,37.5,0,8,1,0.9,0,8,1,0,1,8,1,96,8,1
2020/7/19,24.4,8,1,28.4,8,1,20.0,8,1,0,1,8,1,9.2,0,8,1,0,1,8,1,88,8,1
2020/7/20,26.7,8,1,32.8,8,1,22.3,8,1,0.0,0,8,1,1.7,0,8,1,0,1,8,1,83,8,1
2020/7/21,28.4,8,1,33.9,8,1,24.5,8,1,0.0,0,8,1,2.4,0,8,1,0,1,8,1,76,8,1
2020/7/22,25.9,8,1,30.9,8,1,23.1,8,1,0,1,8,1,5.2,0,8,1,0,1,8,1,77,8,1
2020/7/23,23.1,8,1,25.2,8,1,21.5,8,1,3.0,0,8,1,0.0,0,8,1,0,1,8,1,91,8,1
2020/7/24,23.0,8,1,25.3,8,1,20.9,8,1,6.0,0,8,1,0.0,0,8,1,0,1,8,1,95,8,1
2020/7/25,25.4,8,1,28.5,8,1,22.0,8,1,5.0,0,8,1,0.0,0,8,1,0,1,8,1,84,8,1
2020/7/26,25.1,8,1,30.4,8,1,22.4,8,1,1.0,0,8,1,1.3,0,8,1,0,1,8,1,89,8,1
2020/7/27,25.7,8,1,30.1,8,1,21.8,8,1,6.0,0,8,1,0.1,0,8,1,0,1,8,1,88,8,1
2020/7/28,25.7,8,1,28.7,8,1,23.2,8,1,6.0,0,8,1,0.0,0,8,1,0,1,8,1,91,8,1
2020/7/29,24.7,8,1,27.3,8,1,22.8,8,1,1.5,0,8,1,0.6,0,8,1,0,1,8,1,91,8,1
2020/7/30,26.0,8,1,30.8,8,1,23.1,8,1,0.0,0,8,1,3.6,0,8,1,0,1,8,1,86,8,1
2020/7/31,27.0,8,1,31.8,8,1,23.4,8,1,23.0,0,8,1,8.1,0,8,1,0,1,8,1,81,8,1
2020/8/1,26.6,8,1,31.0,8,1,23.2,8,1,0,1,8,1,10.3,0,8,1,0,1,8,1,80,8,1
2020/8/2,27.3,8,1,32.8,8,1,21.6,8,1,0,1,8,1,10.4,0,8,1,0,1,8,1,75,8,1
2020/8/3,28.7,8,1,34.1,8,1,24.6,8,1,0.0,0,8,1,2.2,0,8,1,0,1,8,1,74,8,1
2020/8/4,29.1,8,1,35.2,8,1,24.3,8,1,0,1,8,1,5.0,0,8,1,0,1,8,1,69,8,1
2020/8/5,28.3,8,1,33.7,8,1,22.4,8,1,0,1,8,1,9.9,0,8,1,0,1,8,1,73,8,1
2020/8/6,30.0,8,1,37.5,8,1,23.2,8,1,0,1,8,1,10.0,0,8,1,0,1,8,1,67,8,1
2020/8/7,26.1,8,1,30.0,8,1,24.2,8,1,14.5,0,8,1,0.0,0,8,1,0,1,8,1,84,8,1
2020/8/8,25.2,8,1,27.4,8,1,23.4,8,1,3.5,0,8,1,0.0,0,8,1,0,1,8,1,94,8,1
2020/8/9,30.1,8,1,35.4,8,1,25.1,8,1,0.0,0,8,1,6.5,0,8,1,0,1,8,1,67,8,1
2020/8/10,32.0,8,1,38.4,8,1,24.9,8,1,0,1,8,1,10.6,0,8,1,0,1,8,1,61,8,1
2020/8/11,32.0,8,1,38.9,8,1,26.3,8,1,4.0,0,8,1,6.7,0,8,1,0,1,8,1,66,8,1
2020/8/12,28.5,8,1,33.6,8,1,24.4,8,1,7.0,0,8,1,2.9,0,8,1,0,1,8,1,84,8,1
2020/8/13,27.5,8,1,32.1,8,1,24.9,8,1,14.0,0,8,1,4.0,0,8,1,0,1,8,1,89,8,1
2020/8/14,29.9,8,1,34.8,8,1,25.0,8,1,0,1,8,1,11.5,0,8,1,0,1,8,1,72,8,1
2020/8/15,29.5,8,1,34.2,8,1,25.8,8,1,0.0,0,8,1,7.5,0,8,1,0,1,8,1,75,8,1
2020/8/16,29.7,8,1,36.0,8,1,25.4,8,1,0,1,8,1,10.4,0,8,1,0,1,8,1,78,8,1
2020/8/17,29.0,8,1,34.3,8,1,25.5,8,1,0.0,0,8,1,6.3,0,8,1,0,1,8,1,77,8,1
2020/8/18,27.7,8,1,31.1,8,1,24.5,8,1,0.0,0,8,1,9.9,0,8,1,0,1,8,1,81,8,1
2020/8/19,27.7,8,1,32.7,8,1,21.2,8,1,0,1,8,1,12.7,0,8,1,0,1,8,1,71,8,1
2020/8/20,30.2,8,1,36.8,8,1,24.0,8,1,0,1,8,1,11.5,0,8,1,0,1,8,1,73,8,1
2020/8/21,29.0,8,1,33.9,8,1,26.0,8,1,0,1,8,1,11.5,0,8,1,0,1,8,1,81,8,1
2020/8/22,27.9,8,1,31.6,8,1,25.6,8,1,0,1,8,1,8.4,0,8,1,0,1,8,1,82,8,1
2020/8/23,27.1,8,1,30.7,8,1,23.8,8,1,0,1,8,1,9.7,0,8,1,0,1,8,1,79,8,1
2020/8/24,27.4,8,1,32.0,8,1,23.8,8,1,0.0,0,8,1,8.5,0,8,1,0,1,8,1,80,8,1
2020/8/25,29.3,8,1,34.2,8,1,23.4,8,1,0,1,8,1,12.2,0,8,1,0,1,8,1,70,8,1
2020/8/26,29.4,8,1,34.3,8,1,24.7,8,1,0,1,8,1,11.4,0,8,1,0,1,8,1,73,8,1
2020/8/27,29.7,8,1,35.1,8,1,25.0,8,1,0,1,8,1,9.6,0,8,1,0,1,8,1,76,8,1
2020/8/28,30.7,8,1,35.6,8,1,26.3,8,1,0,1,8,1,9.6,0,8,1,0,1,8,1,71,8,1
2020/8/29,30.1,8,1,35.5,8,1,26.4,8,1,0.5,0,8,1,8.0,0,8,1,0,1,8,1,75,8,1
2020/8/30,30.0,8,1,35.7,8,1,25.9,8,1,0.0,0,8,1,10.9,0,8,1,0,1,8,1,76,8,1
2020/8/31,27.6,8,1,30.8,8,1,25.0,8,1,5.5,0,8,1,5.6,0,8,1,0,1,8,1,82,8,1
2020/9/1,28.6,8,1,32.8,8,1,25.2,8,1,0,1,8,1,6.9,0,8,1,0,1,8,1,79,8,1
2020/9/2,29.6,8,1,34.2,8,1,24.7,8,1,0.0,0,8,1,11.1,0,8,1,0,1,8,1,75,8,1
2020/9/3,31.9,8,1,38.2,8,1,26.1,8,1,1.5,0,8,1,5.2,0,8,1,0,1,8,1,58,8,1
2020/9/4,26.7,8,1,33.0,8,1,24.1,8,1,22.5,0,8,1,4.9,0,8,1,0,1,8,1,86,8,1
2020/9/5,27.4,8,1,31.9,8,1,23.3,8,1,0.0,0,8,1,9.4,0,8,1,0,1,8,1,84,8,1
2020/9/6,28.6,8,1,33.5,8,1,25.1,8,1,0.0,0,8,1,6.6,0,8,1,0,1,8,1,78,8,1
2020/9/7,30.4,8,1,36.8,8,1,25.9,8,1,1.0,0,8,1,3.1,0,8,1,0,1,8,1,62,8,1
2020/9/8,31.0,8,1,36.3,8,1,24.7,8,1,0,1,8,1,10.6,0,8,1,0,1,8,1,58,8,1
2020/9/9,26.2,8,1,31.7,8,1,22.6,8,1,3.5,0,8,1,6.3,0,8,1,0,1,8,1,79,8,1
2020/9/10,23.4,8,1,26.9,8,1,21.4,8,1,26.5,0,8,1,0.6,0,8,1,0,1,8,1,94,8,1
2020/9/11,24.7,8,1,29.8,8,1,20.6,8,1,9.5,0,8,1,6.6,0,8,1,0,1,8,1,90,8,1
2020/9/12,26.9,8,1,32.1,8,1,21.5,8,1,0,1,8,1,9.5,0,8,1,0,1,8,1,81,8,1
2020/9/13,24.4,8,1,27.4,8,1,22.3,8,1,6.0,0,8,1,0.0,0,8,1,0,1,8,1,87,8,1
2020/9/14,22.9,8,1,27.0,8,1,20.1,8,1,0.0,0,8,1,5.1,0,8,1,0,1,8,1,76,8,1
