É_ÉEÉìÉçÅ[ÉhÇµÇΩéûçèÅF2026/04/07 17:36:14

,åFíJ,åFíJ,åFíJ,åFíJ,åFíJ,åFíJ,åFíJ,åFíJ,åFíJ,åFíJ,åFíJ,åFíJ,åFíJ,åFíJ,åFíJ,åFíJ,åFíJ,åFíJ,åFíJ,åFíJ,åFíJ,åFíJ,åFíJ,åFíJ
2020/4/17,12.2,8,1,17.5,8,1,7.8,8,1,0.0,0,8,1,5.0,0,8,1,0,1,8,1,64,8,1
2020/4/18,12.5,8,1,15.4,8,1,10.3,8,1,76.5,0,8,1,1.2,0,8,1,0,1,8,1,86,8,1
2020/4/19,15.6,8,1,22.5,8,1,8.5,8,1,0,1,8,1,11.8,0,8,1,0,1,8,1,54,8,1
2020/4/20,10.0,8,1,11.8,8,1,8.5,8,1,4.5,0,8,1,0.0,0,8,1,0,1,8,1,87,8,1
2020/4/21,14.6,8,1,20.8,8,1,8.1,8,1,0,1,8,1,7.6,0,8,1,0,1,8,1,77,8,1
2020/4/22,13.2,8,1,18.2,8,1,9.2,8,1,0.0,0,8,1,3.4,0,8,1,0,1,8,1,57,8,1
2020/4/23,12.2,8,1,18.4,8,1,6.2,8,1,0.0,0,8,1,9.5,0,8,1,0,1,8,1,44,8,1
2020/4/24,11.4,8,1,18.8,8,1,6.2,8,1,3.0,0,8,1,5.7,0,8,1,0,1,8,1,57,8,1
2020/4/25,12.0,8,1,19.6,8,1,4.3,8,1,0,1,8,1,12.7,0,8,1,0,1,8,1,66,8,1
2020/4/26,16.5,8,1,25.2,8,1,6.9,8,1,0.0,0,8,1,11.6,0,8,1,0,1,8,1,58,8,1
2020/4/27,13.2,8,1,17.6,8,1,10.1,8,1,0.0,0,8,1,4.7,0,8,1,0,1,8,1,74,8,1
2020/4/28,13.2,8,1,19.6,8,1,8.8,8,1,0.5,0,8,1,6.4,0,8,1,0,1,8,1,73,8,1
2020/4/29,15.6,8,1,23.1,8,1,7.5,8,1,0,1,8,1,12.4,0,8,1,0,1,8,1,59,8,1
2020/4/30,18.0,8,1,24.8,8,1,10.5,8,1,0,1,8,1,11.5,0,8,1,0,1,8,1,62,8,1
2020/5/1,19.3,8,1,27.1,8,1,12.3,8,1,0,1,8,1,9.3,0,8,1,0,1,8,1,69,8,1
2020/5/2,22.3,8,1,31.4,8,1,13.5,8,1,0,1,8,1,12.5,0,8,1,0,1,8,1,65,8,1
2020/5/3,21.8,8,1,29.3,8,1,16.0,8,1,0,1,8,1,7.3,0,8,1,0,1,8,1,65,8,1
2020/5/4,19.9,8,1,23.6,8,1,16.9,8,1,1.5,0,8,1,1.5,0,8,1,0,1,8,1,79,8,1
2020/5/5,20.8,8,1,29.3,8,1,15.0,8,1,7.5,0,8,1,7.4,0,8,1,0,1,8,1,72,8,1
2020/5/6,15.1,8,1,17.0,8,1,12.2,8,1,17.5,0,8,1,0.0,0,8,1,0,1,8,1,89,8,1
2020/5/7,16.3,8,1,21.9,8,1,11.5,8,1,0,1,8,1,13.3,0,8,1,0,1,8,1,45,8,1
2020/5/8,16.1,8,1,24.3,8,1,9.8,8,1,0,1,8,1,10.9,0,8,1,0,1,8,1,45,8,1
2020/5/9,15.2,8,1,19.8,8,1,10.4,8,1,1.5,0,8,1,0.9,0,8,1,0,1,8,1,69,8,1
2020/5/10,19.7,8,1,25.9,8,1,14.1,8,1,0.0,0,8,1,4.2,0,8,1,0,1,8,1,75,8,1
2020/5/11,24.7,8,1,31.9,8,1,18.9,8,1,0.0,0,8,1,12.5,0,8,1,0,1,8,1,65,8,1
2020/5/12,21.0,8,1,24.5,8,1,17.6,8,1,0,1,8,1,0.7,0,8,1,0,1,8,1,69,8,1
2020/5/13,21.2,8,1,29.1,8,1,15.9,8,1,0,1,8,1,12.1,0,8,1,0,1,8,1,53,8,1
2020/5/14,21.2,8,1,28.8,8,1,12.3,8,1,0,1,8,1,13.3,0,8,1,0,1,8,1,32,8,1
2020/5/15,22.1,8,1,29.5,8,1,14.3,8,1,0.0,0,8,1,8.6,0,8,1,0,1,8,1,40,8,1
2020/5/16,18.8,8,1,22.4,8,1,17.0,8,1,7.5,0,8,1,0.0,0,8,1,0,1,8,1,79,8,1
2020/5/17,22.8,8,1,31.7,8,1,15.7,8,1,0,1,8,1,12.0,0,8,1,0,1,8,1,69,8,1
2020/5/18,19.1,8,1,22.1,8,1,17.6,8,1,1.5,0,8,1,0.0,0,8,1,0,1,8,1,87,8,1
2020/5/19,17.8,8,1,21.3,8,1,13.5,8,1,57.0,0,8,1,0.0,0,8,1,0,1,8,1,91,8,1
2020/5/20,12.6,8,1,15.7,8,1,10.1,8,1,6.0,0,8,1,0.1,0,8,1,0,1,8,1,86,8,1
2020/5/21,12.6,8,1,15.6,8,1,10.2,8,1,1.5,0,8,1,0.0,0,8,1,0,1,8,1,88,8,1
2020/5/22,16.3,8,1,20.5,8,1,12.2,8,1,0.5,0,8,1,0.6,0,8,1,0,1,8,1,81,8,1
2020/5/23,19.8,8,1,25.2,8,1,15.0,8,1,0.0,0,8,1,2.1,0,8,1,0,1,8,1,77,8,1
2020/5/24,21.8,8,1,27.5,8,1,17.9,8,1,0.0,0,8,1,7.1,0,8,1,0,1,8,1,69,8,1
2020/5/25,22.3,8,1,28.1,8,1,17.8,8,1,0,1,8,1,7.7,0,5,1,0,1,8,1,69,8,1
2020/5/26,21.5,8,1,25.7,8,1,18.5,8,1,12.5,0,8,1,0.5,0,8,1,0,1,8,1,81,8,1
2020/5/27,21.7,8,1,26.8,8,1,17.8,8,1,0.5,0,8,1,8.3,0,8,1,0,1,8,1,74,8,1
2020/5/28,21.2,8,1,26.8,8,1,15.3,8,1,4.5,0,8,1,9.3,0,8,1,0,1,8,1,56,8,1
2020/5/29,21.7,8,1,29.3,8,1,14.3,8,1,0,1,8,1,12.6,0,8,1,0,1,8,1,61,8,1
2020/5/30,22.6,8,1,29.5,8,1,16.9,8,1,0,1,8,1,11.9,0,8,1,0,1,8,1,59,8,1
2020/5/31,21.3,8,1,25.2,8,1,17.8,8,1,0.0,0,8,1,0.2,0,8,1,0,1,8,1,68,8,1
2020/6/1,19.8,8,1,21.7,8,1,18.4,8,1,0.5,0,8,1,0.0,0,8,1,0,1,8,1,84,8,1
2020/6/2,23.2,8,1,29.0,8,1,18.2,8,1,1.0,0,8,1,5.9,0,8,1,0,1,8,1,78,8,1
2020/6/3,25.1,8,1,30.5,8,1,20.0,8,1,0.0,0,8,1,9.5,0,8,1,0,1,8,1,64,8,1
2020/6/4,24.5,8,1,29.1,8,1,19.9,8,1,0,1,8,1,6.3,0,8,1,0,1,8,1,74,8,1
2020/6/5,25.5,8,1,32.3,8,1,20.2,8,1,0,1,8,1,9.1,0,8,1,0,1,8,1,71,8,1
2020/6/6,23.8,8,1,29.7,8,1,17.9,8,1,74.5,0,8,1,1.9,0,8,1,0,1,8,1,79,8,1
2020/6/7,22.7,8,1,28.4,8,1,19.3,8,1,0.0,0,8,1,8.5,0,8,1,0,1,8,1,68,8,1
2020/6/8,24.0,8,1,30.4,8,1,18.8,8,1,0,1,8,1,11.8,0,8,1,0,1,8,1,66,8,1
2020/6/9,26.5,8,1,33.7,8,1,19.9,8,1,0,1,8,1,12.5,0,8,1,0,1,8,1,66,8,1
2020/6/10,27.4,8,1,34.3,8,1,21.0,8,1,0.0,0,8,1,10.8,0,8,1,0,1,8,1,65,8,1
2020/6/11,25.3,8,1,34.9,8,1,22.3,8,1,10.0,0,8,1,4.6,0,8,1,0,1,8,1,84,8,1
2020/6/12,25.9,8,1,32.9,8,1,21.5,8,1,1.0,0,8,1,5.1,0,8,1,0,1,8,1,81,8,1
2020/6/13,21.3,8,1,24.9,8,1,19.9,8,1,38.0,0,8,1,0.0,0,8,1,0,1,8,1,95,8,1
2020/6/14,21.6,8,1,23.5,8,1,19.4,8,1,2.0,0,8,1,0.0,0,8,1,0,1,8,1,93,8,1
2020/6/15,28.1,8,1,34.0,8,1,21.0,8,1,0,1,8,1,8.0,0,8,1,0,1,8,1,64,8,1
2020/6/16,26.3,8,1,32.6,8,1,20.3,8,1,0.5,0,8,1,10.9,0,8,1,0,1,8,1,64,8,1
2020/6/17,24.5,8,1,31.4,8,1,19.4,8,1,0,1,8,1,11.7,0,8,1,0,1,8,1,57,8,1
2020/6/18,22.6,8,1,26.2,8,1,19.3,8,1,3.0,0,8,1,0.3,0,8,1,0,1,8,1,77,8,1
2020/6/19,18.9,8,1,20.3,8,1,17.5,8,1,25.5,0,8,1,0.0,0,8,1,0,1,8,1,95,8,1
2020/6/20,24.2,8,1,30.7,8,1,17.1,8,1,0,1,8,1,12.7,0,8,1,0,1,8,1,67,8,1
2020/6/21,21.1,8,1,24.7,8,1,18.1,8,1,0.5,0,8,1,0.3,0,8,1,0,1,8,1,79,8,1
2020/6/22,19.7,8,1,20.9,8,1,18.2,8,1,9.5,0,8,1,0.0,0,8,1,0,1,8,1,91,8,1
2020/6/23,21.9,8,1,26.9,8,1,18.6,8,1,12.0,0,8,1,0.7,0,8,1,0,1,8,1,88,8,1
2020/6/24,22.4,8,1,25.3,8,1,19.7,8,1,0.5,0,8,1,0.1,0,8,1,0,1,8,1,84,8,1
2020/6/25,21.1,8,1,25.6,8,1,18.0,8,1,8.0,0,8,1,1.2,0,8,1,0,1,8,1,90,8,1
2020/6/26,23.2,8,1,27.9,8,1,19.7,8,1,0.5,0,8,1,1.9,0,8,1,0,1,8,1,89,8,1
2020/6/27,26.6,8,1,30.7,8,1,23.2,8,1,0.0,0,8,1,2.6,0,8,1,0,1,8,1,80,8,1
2020/6/28,23.1,8,1,27.0,8,1,21.0,8,1,67.0,0,8,1,2.7,0,8,1,0,1,8,1,88,8,1
2020/6/29,25.7,8,1,30.3,8,1,20.1,8,1,0,1,8,1,9.4,0,8,1,0,1,8,1,61,8,1
2020/6/30,23.6,8,1,25.6,8,1,22.5,8,1,5.0,0,8,1,0.0,0,8,1,0,1,8,1,90,8,1
2020/7/1,24.6,8,1,27.8,8,1,22.1,8,1,16.5,0,8,1,0.0,0,8,1,0,1,8,1,90,8,1
2020/7/2,26.9,8,1,33.8,8,1,22.0,8,1,0.0,0,8,1,7.9,0,8,1,0,1,8,1,75,8,1
2020/7/3,23.9,8,1,29.2,8,1,19.4,8,1,7.0,0,8,1,1.2,0,8,1,0,1,8,1,79,8,1
2020/7/4,21.8,8,1,24.6,8,1,18.8,8,1,21.0,0,8,1,0.1,0,8,1,0,1,8,1,91,8,1
2020/7/5,24.5,8,1,28.2,8,1,21.2,8,1,0.0,0,8,1,1.4,0,8,1,0,1,8,1,86,8,1
2020/7/6,23.8,8,1,25.7,8,1,22.2,8,1,10.5,0,8,1,0.0,0,8,1,0,1,8,1,95,8,1
2020/7/7,26.3,8,1,29.3,8,1,23.0,8,1,0.5,0,8,1,0.7,0,8,1,0,1,8,1,88,8,1
2020/7/8,25.4,8,1,29.2,8,1,21.6,8,1,11.0,0,8,1,1.0,0,8,1,0,1,8,1,88,8,1
2020/7/9,24.4,8,1,27.2,8,1,22.9,8,1,9.5,0,8,1,0.0,0,8,1,0,1,8,1,93,8,1
2020/7/10,24.4,8,1,26.2,8,1,22.6,8,1,0.5,0,8,1,0.0,0,8,1,0,1,8,1,92,8,1
2020/7/11,24.8,8,1,27.7,8,1,23.1,8,1,5.0,0,8,1,0.1,0,8,1,0,1,8,1,93,8,1
2020/7/12,26.7,8,1,33.1,8,1,21.1,8,1,0,1,8,1,8.6,0,8,1,0,1,8,1,73,8,1
2020/7/13,21.6,8,1,25.2,8,1,19.7,8,1,1.5,0,8,1,0.5,0,8,1,0,1,8,1,84,8,1
2020/7/14,21.5,8,1,23.0,8,1,19.9,8,1,4.5,0,8,1,0.0,0,8,1,0,1,8,1,94,8,1
2020/7/15,20.9,8,1,24.4,8,1,17.6,8,1,23.0,0,8,1,0.5,0,8,1,0,1,8,1,92,8,1
2020/7/16,20.7,8,1,24.8,8,1,17.2,8,1,0.5,0,8,1,0.3,0,8,1,0,1,8,1,86,8,1
2020/7/17,20.4,8,1,22.2,8,1,19.0,8,1,2.5,0,8,1,0.0,0,8,1,0,1,8,1,92,8,1
2020/7/18,21.2,8,1,23.3,8,1,19.7,8,1,1.5,0,8,1,0.0,0,8,1,0,1,8,1,96,8,1
2020/7/19,25.5,8,1,32.3,8,1,20.2,8,1,0.0,0,8,1,8.0,0,8,1,0,1,8,1,82,8,1
2020/7/20,26.9,8,1,33.4,8,1,22.5,8,1,8.0,0,8,1,7.1,0,8,1,0,1,8,1,80,8,1
2020/7/21,24.7,8,1,27.9,8,1,22.1,8,1,3.5,0,8,1,0.0,0,8,1,0,1,8,1,91,8,1
2020/7/22,27.2,8,1,31.6,8,1,24.4,8,1,4.5,0,8,1,4.2,0,8,1,0,1,8,1,85,8,1
2020/7/23,23.1,8,1,24.7,8,1,21.4,8,1,16.5,0,8,1,0.0,0,8,1,0,1,8,1,96,8,1
2020/7/24,24.3,8,1,27.5,8,1,20.7,8,1,2.0,0,8,1,0.0,0,8,1,0,1,8,1,90,8,1
2020/7/25,24.3,8,1,27.1,8,1,22.5,8,1,38.5,0,8,1,0.2,0,8,1,0,1,8,1,97,8,1
2020/7/26,24.9,8,1,28.0,8,1,23.7,8,1,26.5,0,8,1,0.3,0,8,1,0,1,8,1,96,8,1
2020/7/27,25.3,8,1,27.6,8,1,23.8,8,1,7.0,0,8,1,0.2,0,8,1,0,1,8,1,94,8,1
2020/7/28,25.2,8,1,27.2,8,1,23.2,8,1,2.5,0,8,1,0.0,0,8,1,0,1,8,1,94,8,1
2020/7/29,22.6,8,1,25.5,8,1,20.7,8,1,0.5,0,8,1,0.0,0,8,1,0,1,8,1,93,8,1
2020/7/30,23.1,8,1,26.6,8,1,20.0,8,1,0.0,0,8,1,0.3,0,8,1,0,1,8,1,85,8,1
2020/7/31,25.5,8,1,29.9,8,1,21.7,8,1,2.0,0,8,1,4.0,0,8,1,0,1,8,1,83,8,1
2020/8/1,26.3,8,1,32.2,8,1,22.4,8,1,6.0,0,8,1,5.5,0,8,1,0,1,8,1,77,8,1
2020/8/2,26.1,8,1,31.7,8,1,22.0,8,1,0,1,8,1,6.0,0,8,1,0,1,8,1,75,8,1
2020/8/3,27.8,8,1,34.2,8,1,22.3,8,1,0,1,8,1,8.6,0,8,1,0,1,8,1,73,8,1
2020/8/4,29.2,8,1,35.2,8,1,25.1,8,1,0,1,8,1,9.8,0,8,1,0,1,8,1,74,8,1
2020/8/5,30.2,8,1,36.2,8,1,26.4,8,1,0,1,8,1,9.2,0,8,1,0,1,8,1,71,8,1
2020/8/6,29.4,8,1,35.7,8,1,25.5,8,1,0,1,8,1,7.4,0,8,1,0,1,8,1,74,8,1
2020/8/7,30.1,8,1,35.1,8,1,25.4,8,1,0.0,0,8,1,7.1,0,8,1,0,1,8,1,72,8,1
2020/8/8,27.7,8,1,32.0,8,1,24.6,8,1,0.0,0,8,1,0.8,0,8,1,0,1,8,1,74,8,1
2020/8/9,29.2,8,1,35.4,8,1,23.6,8,1,0.0,0,8,1,7.4,0,8,1,0,1,8,1,71,8,1
2020/8/10,31.1,8,1,36.4,8,1,25.9,8,1,0,1,8,1,9.6,0,8,1,0,1,8,1,68,8,1
2020/8/11,32.8,8,1,39.6,8,1,27.2,8,1,0,1,8,1,12.4,0,8,1,0,1,8,1,66,8,1
2020/8/12,30.4,8,1,37.4,8,1,27.0,8,1,0.0,0,8,1,7.1,0,8,1,0,1,8,1,75,8,1
2020/8/13,30.5,8,1,37.3,8,1,26.1,8,1,0,1,8,1,9.3,0,8,1,0,1,8,1,72,8,1
2020/8/14,30.5,8,1,36.3,8,1,25.7,8,1,0,1,8,1,10.7,0,8,1,0,1,8,1,66,8,1
2020/8/15,31.7,8,1,38.3,8,1,26.5,8,1,1.0,0,8,1,11.6,0,8,1,0,1,8,1,69,8,1
2020/8/16,31.4,8,1,37.1,8,1,28.3,8,1,0,1,8,1,10.0,0,8,1,0,1,8,1,68,8,1
2020/8/17,30.9,8,1,37.5,8,1,27.2,8,1,2.5,0,8,1,7.0,0,8,1,0,1,8,1,70,8,1
2020/8/18,30.3,8,1,35.6,8,1,26.8,8,1,0.0,0,8,1,9.7,0,8,1,0,1,8,1,69,8,1
2020/8/19,30.1,8,1,36.6,8,1,25.3,8,1,0,1,8,1,10.9,0,8,1,0,1,8,1,66,8,1
2020/8/20,30.9,8,1,38.6,8,1,25.1,8,1,0,1,8,1,12.0,0,8,1,0,1,8,1,66,8,1
2020/8/21,31.3,8,1,38.2,8,1,26.0,8,1,0,1,8,1,10.7,0,8,1,0,1,8,1,68,8,1
2020/8/22,28.6,8,1,35.4,8,1,22.6,8,1,44.5,0,8,1,4.3,0,8,1,0,1,8,1,75,8,1
2020/8/23,26.9,8,1,31.6,5,1,23.5,5,1,0.0,0,8,1,3.7,0,4,1,0,1,8,1,78,8,1
2020/8/24,27.9,8,1,33.6,8,1,24.1,8,1,0.0,0,8,1,8.2,0,8,1,0,1,8,1,75,8,1
2020/8/25,28.3,8,1,34.0,8,1,24.5,8,1,0,1,8,1,7.2,0,8,1,0,1,8,1,71,8,1
2020/8/26,28.9,8,1,34.6,8,1,23.9,8,1,0.0,0,8,1,9.9,0,8,1,0,1,8,1,74,8,1
2020/8/27,29.8,8,1,34.5,8,1,25.8,8,1,6.5,0,8,1,6.3,0,8,1,0,1,8,1,77,8,1
2020/8/28,30.3,8,1,35.7,8,1,25.8,8,1,0.0,0,8,1,7.6,0,8,1,0,1,8,1,74,8,1
2020/8/29,30.9,8,1,37.3,8,1,26.3,8,1,0,1,8,1,11.5,0,8,1,0,1,8,1,71,8,1
2020/8/30,30.9,8,1,37.0,8,1,27.2,8,1,0,1,8,1,6.9,0,8,1,0,1,8,1,69,8,1
2020/8/31,26.9,8,1,32.9,8,1,22.2,8,1,2.5,0,8,1,2.5,0,8,1,0,1,8,1,83,8,1
2020/9/1,25.2,8,1,27.9,8,1,22.2,8,1,0.0,0,8,1,0.0,0,8,1,0,1,8,1,80,8,1
2020/9/2,26.7,8,1,30.9,8,1,23.9,8,1,21.5,0,8,1,1.0,0,8,1,0,1,8,1,90,8,1
2020/9/3,29.0,8,1,34.8,8,1,26.2,8,1,15.5,0,8,1,3.8,0,8,1,0,1,8,1,84,8,1
2020/9/4,28.3,8,1,35.6,8,1,24.3,8,1,40.0,0,8,1,7.9,0,8,1,0,1,8,1,82,8,1
2020/9/5,28.3,8,1,34.7,8,1,24.5,8,1,21.5,0,8,1,8.6,0,8,1,0,1,8,1,81,8,1
2020/9/6,26.1,8,1,31.6,8,1,23.7,8,1,3.5,0,8,1,1.5,0,8,1,0,1,8,1,88,8,1
2020/9/7,27.2,8,1,30.9,8,1,24.6,8,1,0.5,0,8,1,2.4,0,8,1,0,1,8,1,87,8,1
2020/9/8,28.7,8,1,35.0,8,1,23.9,8,1,0.0,0,8,1,9.0,0,8,1,0,1,8,1,77,8,1
2020/9/9,29.0,8,1,34.6,8,1,24.3,8,1,0.0,0,8,1,9.2,0,8,1,0,1,8,1,72,8,1
2020/9/10,27.4,8,1,32.7,8,1,24.3,8,1,0.0,0,8,1,4.1,0,8,1,0,1,8,1,77,8,1
2020/9/11,28.3,8,1,34.5,8,1,24.3,8,1,0.0,0,8,1,4.9,0,8,1,0,1,8,1,75,8,1
2020/9/12,24.2,8,1,26.8,8,1,22.0,8,1,13.5,0,8,1,0.0,0,8,1,0,1,8,1,93,8,1
2020/9/13,23.4,8,1,27.8,8,1,21.0,8,1,1.5,0,8,1,0.2,0,8,1,0,1,8,1,90,8,1
2020/9/14,23.5,8,1,28.7,8,1,20.5,8,1,3.0,0,8,1,3.1,0,8,1,0,1,8,1,85,8,1
2020/9/15,23.9,8,1,28.1,8,1,20.8,8,1,0.0,0,8,1,3.5,0,8,1,0,1,8,1,79,8,1
2020/9/16,24.1,8,1,28.4,8,1,21.7,8,1,0.0,0,8,1,0.6,0,8,1,0,1,8,1,77,8,1
2020/9/17,25.0,8,1,27.9,8,1,21.2,8,1,0.0,0,8,1,1.4,0,8,1,0,1,8,1,80,8,1
2020/9/18,27.4,8,1,31.1,8,1,23.4,8,1,0.0,0,8,1,1.9,0,8,1,0,1,8,1,76,8,1
2020/9/19,23.0,8,1,26.5,8,1,20.8,8,1,4.5,0,8,1,0.0,0,8,1,0,1,8,1,90,8,1
2020/9/20,21.3,8,1,23.1,8,1,20.0,8,1,2.0,0,8,1,0.0,0,8,1,0,1,8,1,86,8,1
2020/9/21,22.7,8,1,26.9,8,1,19.9,8,1,0.5,0,8,1,4.5,0,8,1,0,1,8,1,77,8,1
2020/9/22,23.0,8,1,28.3,8,1,18.4,8,1,0,1,8,1,7.9,0,8,1,0,1,8,1,68,8,1
2020/9/23,20.7,8,1,25.1,8,1,19.0,8,1,5.5,0,8,1,0.2,0,8,1,0,1,8,1,87,8,1
2020/9/24,20.4,8,1,23.1,8,1,18.8,8,1,1.0,0,8,1,0.0,0,8,1,0,1,8,1,79,8,1
2020/9/25,19.4,8,1,20.7,8,1,17.8,8,1,22.0,0,8,1,0.0,0,8,1,0,1,8,1,97,8,1
2020/9/26,18.6,8,1,20.9,8,1,17.4,8,1,4.0,0,8,1,0.0,0,8,1,0,1,8,1,96,8,1
2020/9/27,19.6,8,1,23.8,8,1,17.2,8,1,3.0,0,8,1,2.3,0,8,1,0,1,8,1,89,8,1
2020/9/28,21.7,8,1,27.9,8,1,15.7,8,1,0,1,8,1,11.6,0,8,1,0,1,8,1,65,8,1
2020/9/29,19.7,8,1,23.1,8,1,16.6,8,1,0,1,8,1,2.2,0,8,1,0,1,8,1,68,8,1
2020/9/30,19.9,8,1,25.6,8,1,14.3,8,1,0,1,8,1,10.6,0,8,1,0,1,8,1,70,8,1
2020/10/1,19.9,8,1,24.3,8,1,16.7,8,1,0.0,0,8,1,3.8,0,8,1,0,1,8,1,79,8,1
2020/10/2,20.8,8,1,27.2,8,1,14.0,8,1,0,1,8,1,11.0,0,8,1,0,1,8,1,65,8,1
2020/10/3,21.6,8,1,25.4,8,1,18.1,8,1,0,1,8,1,2.6,0,8,1,0,1,8,1,75,8,1
2020/10/4,20.7,8,1,23.7,8,1,18.2,8,1,0.0,0,8,1,0.1,0,8,1,0,1,8,1,77,8,1
2020/10/5,20.8,8,1,23.8,8,1,18.7,8,1,0.0,0,8,1,2.4,0,8,1,0,1,8,1,79,8,1
2020/10/6,20.1,8,1,24.6,8,1,16.5,8,1,0,1,8,1,3.5,0,8,1,0,1,8,1,51,8,1
2020/10/7,18.3,8,1,23.9,8,1,14.5,8,1,8.5,0,8,1,3.0,0,8,1,0,1,8,1,74,8,1
2020/10/8,14.8,8,1,16.1,8,1,13.6,8,1,34.5,0,8,1,0.0,0,8,1,0,1,8,1,96,8,1
2020/10/9,14.9,8,1,15.4,8,1,14.2,8,1,45.5,0,8,1,0.0,0,8,1,0,1,8,1,97,8,1
2020/10/10,15.9,8,1,17.0,8,1,14.2,8,1,48.0,0,8,1,0.0,0,8,1,0,1,8,1,99,8,1
2020/10/11,20.8,8,1,25.9,8,1,16.9,8,1,0.0,0,8,1,2.5,0,8,1,0,1,8,1,85,8,1
2020/10/12,22.0,8,1,26.1,8,1,18.1,8,1,0.0,0,8,1,5.1,0,8,1,0,1,8,1,83,8,1
2020/10/13,22.3,8,1,28.0,8,1,17.9,8,1,0.0,0,8,1,6.9,0,8,1,0,1,8,1,77,8,1
2020/10/14,20.4,8,1,23.8,8,1,17.9,8,1,0.0,0,8,1,0.7,0,8,1,0,1,8,1,71,8,1
2020/10/15,17.6,8,1,19.5,8,1,15.7,8,1,0,1,8,1,0.0,0,8,1,0,1,8,1,81,8,1
2020/10/16,15.4,8,1,18.7,8,1,13.2,8,1,0.0,0,8,1,2.4,0,8,1,0,1,8,1,62,8,1
2020/10/17,12.6,8,1,15.0,8,1,11.4,8,1,22.5,0,8,1,0.0,0,8,1,0,1,8,1,92,8,1
2020/10/18,14.1,8,1,19.1,8,1,10.1,8,1,0.0,0,8,1,4.0,0,8,1,0,1,8,1,79,8,1
2020/10/19,12.8,8,1,15.9,8,1,10.1,8,1,1.5,0,8,1,0.4,0,8,1,0,1,8,1,85,8,1
2020/10/20,15.4,8,1,22.0,8,1,9.8,8,1,0,1,8,1,8.7,0,8,1,0,1,8,1,72,8,1
2020/10/21,15.5,8,1,20.3,8,1,11.8,8,1,0.0,0,8,1,5.6,0,8,1,0,1,8,1,69,8,1
2020/10/22,16.2,8,1,19.2,8,1,13.1,8,1,0.0,0,8,1,0.8,0,8,1,0,1,8,1,77,8,1
2020/10/23,16.8,8,1,18.8,8,1,15.2,8,1,5.5,0,8,1,0.0,0,8,1,0,1,8,1,86,8,1
2020/10/24,16.7,8,1,21.5,8,1,13.0,8,1,0,1,8,1,3.1,0,8,1,0,1,8,1,55,8,1
2020/10/25,15.2,8,1,21.7,8,1,10.1,8,1,0,1,8,1,10.6,0,8,1,0,1,8,1,54,8,1
2020/10/26,16.0,8,1,23.2,8,1,9.5,8,1,0.0,0,8,1,8.3,0,8,1,0,1,8,1,60,8,1
2020/10/27,16.2,8,1,21.0,8,1,11.7,8,1,0,1,8,1,5.6,0,5,1,0,1,8,1,66,8,1
2020/10/28,16.4,8,1,20.2,5,1,12.4,5,1,0,1,8,1,4.5,0,5,1,0,1,5,1,73,8,1
2020/10/29,16.4,8,1,21.9,8,1,12.0,8,1,0,1,8,1,8.6,0,8,1,0,1,8,1,55,8,1
2020/10/30,14.3,8,1,19.6,8,1,10.9,8,1,0,1,8,1,8.1,0,8,1,0,1,8,1,47,8,1
2020/10/31,13.3,8,1,19.6,8,1,9.1,8,1,0,1,8,1,10.3,0,8,1,0,1,8,1,55,8,1
2020/11/1,12.8,8,1,18.9,8,1,7.4,8,1,0,1,8,1,7.0,0,8,1,0,1,8,1,69,8,1
2020/11/2,14.1,8,1,16.7,8,1,11.8,8,1,1.5,0,8,1,1.1,0,8,1,0,1,8,1,77,8,1
2020/11/3,15.2,8,1,20.8,8,1,12.9,8,1,2.5,0,8,1,2.2,0,8,1,0,1,8,1,80,8,1
2020/11/4,12.6,8,1,18.1,8,1,7.7,8,1,0.0,0,8,1,9.5,0,8,1,0,1,8,1,50,8,1
2020/11/5,12.4,8,1,20.1,8,1,5.9,8,1,0,1,8,1,10.2,0,8,1,0,1,8,1,56,8,1
2020/11/6,11.7,8,1,15.1,8,1,8.7,8,1,0,1,8,1,0.3,0,8,1,0,1,8,1,69,8,1
2020/11/7,14.8,8,1,20.2,8,1,9.6,8,1,0.0,0,8,1,6.3,0,8,1,0,1,8,1,70,8,1
2020/11/8,17.3,8,1,24.3,8,1,12.7,8,1,0,1,8,1,3.1,0,8,1,0,1,8,1,60,8,1
2020/11/9,13.0,8,1,18.0,8,1,7.6,8,1,0,1,8,1,9.8,0,8,1,0,1,8,1,44,8,1
2020/11/10,10.7,8,1,16.6,8,1,6.0,8,1,0,1,8,1,9.5,0,8,1,0,1,8,1,52,8,1
2020/11/11,10.0,8,1,15.6,8,1,5.4,8,1,0,1,8,1,9.8,0,8,1,0,1,8,1,54,8,1
2020/11/12,9.0,8,1,13.8,8,1,3.4,8,1,0,1,8,1,5.7,0,8,1,0,1,8,1,64,8,1
2020/11/13,11.8,8,1,19.1,8,1,5.2,8,1,0,1,8,1,9.5,0,8,1,0,1,5,1,68,8,1
2020/11/14,14.6,8,1,21.8,8,1,8.4,8,1,0,1,8,1,9.8,0,8,1,0,1,8,1,47,8,1
2020/11/15,10.9,8,1,17.5,8,1,4.8,8,1,0,1,8,1,9.5,0,8,1,0,1,8,1,62,8,1
2020/11/16,13.9,8,1,22.0,8,1,5.7,8,1,0,1,8,1,9.5,0,8,1,0,1,8,1,64,8,1
